gvkey,first_year,last_year,first_markup,last_markup,first_PPI,last_PPI,first_COGS,last_COGS,periods,cagr_markup,cagr_PPI,cagr_COGS,ind2d_definition,dot_size,sale_CPI,conm,naics,markup_closest_2018
1111.0,1997,2007,1.243858,1.3722783,62.73526115026732,46.10764167776756,99929.11542842632,797364.7861500119,10,0.9873879365613014,-3.0325176217138927,23.082554423374614,Information,14.169392141023652,1424586.4813185409,ACTIVISION INC,511210.0,1.3722783
1115.0,1990,1999,1.5408833,1.3559902,80.47058823529412,66.54523375834852,31769.41176470588,127768.67030965393,9,-1.4102269370618092,-2.0890900986564986,16.723215925777613,Manufacturing,12.24399353244346,207729.81177899215,ADAC LABORATORIES,334517.0,1.3559902
1116.0,1980,1990,1.3052405,1.1471208,113.8461576923077,99.76470588235294,13673.076923076922,10201.56862745098,10,-1.2830198563576145,-1.311657511701636,-2.8863963940241377,Manufacturing,9.561052475424995,14200.78431372549,ADACORP INC,332321.0,1.1471208
1117.0,1991,2018,1.052018,1.4318414,74.23904974016334,34.959556815689076,43746.10244988865,11445.035600281106,27,1.14821261244904,-2.7507128778225254,-4.84480349593569,Manufacturing,9.895584518054804,19842.562247801456,BK TECHNOLOGIES CORP,334220.0,1.4318414
1124.0,1980,1986,2.0647008,2.0885134,128.2051282051282,130.66424931756143,42787.179487179485,53509.55414012739,6,0.19130268636333714,0.3171603181468141,3.797353108337176,Information,11.824776255063531,136595.0864422202,ADDISON-WESLEY PUB  -CL B,511130.0,2.0885134
1151.0,1983,1995,2.2720432,2.010191,104.69866997551236,103.12292358803985,2409.6015850949625,10645.18272425249,12,-1.015226201215913,-0.1262927256352575,13.179383343280794,Manufacturing,10.149049030176078,25566.777408637874,AEQUITRON MEDICAL INC,339113.0,2.010191
1154.0,1996,2002,1.1514461,1.0836405,64.64124111182934,70.51209904333146,9663.21913380737,17137.31007315701,6,-1.0064415489225764,1.4594085140991586,10.019619279494773,"Professional, Scientific, and Technical Services",10.042906895064553,22992.121553179517,AERO SYSTEMS ENGINEERING INC,541330.0,1.0836405
1161.0,1980,2018,1.681107,1.3750426,187.69229487179487,12.979237358473567,198351.28205128206,1562732.3730599405,38,-0.5274665957008984,-6.788715482104745,5.582217451428173,Manufacturing,14.771742920705508,2601875.061857319,ADVANCED MICRO DEVICES,334413.0,1.3750426
1166.0,1998,2018,1.5375037,1.5716153,83.51851851851852,34.196071437885365,113527.77777777778,197777.86609195833,20,0.10977929718998247,-4.366583395443257,2.8143602442184834,Manufacturing,12.838315616822813,376365.34649602167,ASM INTERNATIONAL NV,333242.0,1.5716153
1173.0,1991,2012,1.0575708,1.4052767,74.23904974016334,74.96422959770366,17123.23682256867,8181.107960779837,21,1.362820223522565,0.04630010808666096,-3.4560507884323743,Manufacturing,9.51893745319032,13615.136805330007,AEROSONIC CORP,334511.0,1.4052767
1177.0,2004,2017,1.148875,1.0772486,60.976918947933434,70.52024070470983,7423081.052066559,18318843.435214147,13,-0.4939529799268816,1.1247735896380728,7.195853950599096,Finance and Insurance,17.0268462672586,24812205.99463094,AETNA INC,524114.0,1.0772486
1181.0,1980,1992,1.6355904,1.9147412,140.64102564102566,181.4172017353579,139376.92307692306,123435.28561099058,12,1.3218149957532566,2.144237293242246,-1.0071021220429799,Information,12.609257498564856,299316.7028199566,AFFILIATED PUBNS,511110.0,1.9147412
1186.0,1998,2017,0.89353234,1.866203,55.43210061728395,129.17765107668563,30583.333333333332,434221.6092406965,19,3.9523082499109075,4.553412676578761,14.985613315062963,"Mining, Quarrying, and Oil and Gas Extraction",13.732717009907896,920541.1751184231,AGNICO EAGLE MINES LTD,212220.0,1.866203
1190.0,1982,1994,1.1425116,1.1290472,105.93220114550421,95.14695830485303,1425.8474274184866,879.0157211209842,12,-0.09874209875083695,-0.8908139618332145,-3.9508264891888523,Manufacturing,7.075387565453838,1182.5017088174982,AGRI DYNAMICS INC,336211.0,1.1290472
