,year,quarter,PPI,naics_code,date
62617,2009,2,204.9,32731,2009Q2
62620,2009,3,201.8,32731,2009Q3
62623,2009,4,198.5,32731,2009Q4
62627,2010,1,196.3,32731,2010Q1
62630,2010,2,192.3,32731,2010Q2
62633,2010,3,190.8,32731,2010Q3
62636,2010,4,187.8,32731,2010Q4
62640,2011,1,186.5,32731,2011Q1
62643,2011,2,186.9,32731,2011Q2
62646,2011,3,189.3,32731,2011Q3
62649,2011,4,182.5,32731,2011Q4
62653,2012,1,185.2,32731,2012Q1
62656,2012,2,188.8,32731,2012Q2
62659,2012,3,189.1,32731,2012Q3
62662,2012,4,188.3,32731,2012Q4
62666,2013,1,194.6,32731,2013Q1
62669,2013,2,197.5,32731,2013Q2
62672,2013,3,197.6,32731,2013Q3
62675,2013,4,197.4,32731,2013Q4
62679,2014,1,199.3,32731,2014Q1
62682,2014,2,207.0,32731,2014Q2
62685,2014,3,208.8,32731,2014Q3
62688,2014,4,210.0,32731,2014Q4
62692,2015,1,217.3,32731,2015Q1
62695,2015,2,223.7,32731,2015Q2
62698,2015,3,224.0,32731,2015Q3
62701,2015,4,224.1,32731,2015Q4
62705,2016,1,229.6,32731,2016Q1
62708,2016,2,233.7,32731,2016Q2
62711,2016,3,234.9,32731,2016Q3
62714,2016,4,233.9,32731,2016Q4
62718,2017,1,239.3,32731,2017Q1
62721,2017,2,245.4,32731,2017Q2
62724,2017,3,244.7,32731,2017Q3
62727,2017,4,243.3,32731,2017Q4
62731,2018,1,246.5,32731,2018Q1
62734,2018,2,251.0,32731,2018Q2
62737,2018,3,249.7,32731,2018Q3
62740,2018,4,249.9,32731,2018Q4
62744,2019,1,251.2,32731,2019Q1
62747,2019,2,257.7,32731,2019Q2
62750,2019,3,255.5,32731,2019Q3
62753,2019,4,255.0,32731,2019Q4
62757,2020,1,253.9,32731,2020Q1
62760,2020,2,258.4,32731,2020Q2
62763,2020,3,259.8,32731,2020Q3
62766,2020,4,259.6,32731,2020Q4
62770,2021,1,261.2,32731,2021Q1
62773,2021,2,268.4,32731,2021Q2
62776,2021,3,271.688,32731,2021Q3
62779,2021,4,271.157,32731,2021Q4
62783,2022,1,281.909,32731,2022Q1
62786,2022,2,288.516,32731,2022Q2
62789,2022,3,301.543,32731,2022Q3
62792,2022,4,307.023,32731,2022Q4
62796,1965,1,28.7,327310,1965Q1
62799,1965,2,28.7,327310,1965Q2
62802,1965,3,28.7,327310,1965Q3
62805,1965,4,28.7,327310,1965Q4
62809,1966,1,28.8,327310,1966Q1
62812,1966,2,28.8,327310,1966Q2
62815,1966,3,28.8,327310,1966Q3
62818,1966,4,28.8,327310,1966Q4
62822,1967,1,29.3,327310,1967Q1
62825,1967,2,29.2,327310,1967Q2
62828,1967,3,29.2,327310,1967Q3
62831,1967,4,29.2,327310,1967Q4
62835,1968,1,30.0,327310,1968Q1
62838,1968,2,30.0,327310,1968Q2
62841,1968,3,30.0,327310,1968Q3
62844,1968,4,30.0,327310,1968Q4
62848,1969,1,30.9,327310,1969Q1
62851,1969,2,30.9,327310,1969Q2
62854,1969,3,30.9,327310,1969Q3
62857,1969,4,30.9,327310,1969Q4
62861,1970,1,32.3,327310,1970Q1
62864,1970,2,32.4,327310,1970Q2
62867,1970,3,32.4,327310,1970Q3
62870,1970,4,32.4,327310,1970Q4
62874,1971,1,36.1,327310,1971Q1
62877,1971,2,36.1,327310,1971Q2
62880,1971,3,37.4,327310,1971Q3
62883,1971,4,37.4,327310,1971Q4
62887,1972,1,37.5,327310,1972Q1
62890,1972,2,38.6,327310,1972Q2
62893,1972,3,39.3,327310,1972Q3
62896,1972,4,39.3,327310,1972Q4
62900,1973,1,39.6,327310,1973Q1
62903,1973,2,40.2,327310,1973Q2
62906,1973,3,40.3,327310,1973Q3
62909,1973,4,40.5,327310,1973Q4
62913,1974,1,44.4,327310,1974Q1
62916,1974,2,45.7,327310,1974Q2
62919,1974,3,49.8,327310,1974Q3
62922,1974,4,50.0,327310,1974Q4
62926,1975,1,55.4,327310,1975Q1
62929,1975,2,56.5,327310,1975Q2
62932,1975,3,57.5,327310,1975Q3
62935,1975,4,57.4,327310,1975Q4
62939,1976,1,59.7,327310,1976Q1
62942,1976,2,62.6,327310,1976Q2
62945,1976,3,63.3,327310,1976Q3
62948,1976,4,63.3,327310,1976Q4
62952,1977,1,65.3,327310,1977Q1
62955,1977,2,67.2,327310,1977Q2
62958,1977,3,67.6,327310,1977Q3
62961,1977,4,67.5,327310,1977Q4
62965,1978,1,71.1,327310,1978Q1
62968,1978,2,73.4,327310,1978Q2
62971,1978,3,74.8,327310,1978Q3
62974,1978,4,74.9,327310,1978Q4
62978,1979,1,82.0,327310,1979Q1
62981,1979,2,83.0,327310,1979Q2
62984,1979,3,83.5,327310,1979Q3
62987,1979,4,83.7,327310,1979Q4
62991,1980,1,89.6,327310,1980Q1
62994,1980,2,91.8,327310,1980Q2
62997,1980,3,91.3,327310,1980Q3
63000,1980,4,90.8,327310,1980Q4
63004,1981,1,94.9,327310,1981Q1
63007,1981,2,96.8,327310,1981Q2
63010,1981,3,97.1,327310,1981Q3
63013,1981,4,96.6,327310,1981Q4
63017,1982,1,99.9,327310,1982Q1
63020,1982,2,100.0,327310,1982Q2
63023,1982,3,98.7,327310,1982Q3
63026,1982,4,95.8,327310,1982Q4
63030,1983,1,97.0,327310,1983Q1
63033,1983,2,99.8,327310,1983Q2
63036,1983,3,101.8,327310,1983Q3
63039,1983,4,99.2,327310,1983Q4
63043,1984,1,103.5,327310,1984Q1
63046,1984,2,103.1,327310,1984Q2
63049,1984,3,103.5,327310,1984Q3
63052,1984,4,104.8,327310,1984Q4
63056,1985,1,105.6,327310,1985Q1
63059,1985,2,106.2,327310,1985Q2
63062,1985,3,104.8,327310,1985Q3
63065,1985,4,104.1,327310,1985Q4
63069,1986,1,104.4,327310,1986Q1
63072,1986,2,103.3,327310,1986Q2
63075,1986,3,102.7,327310,1986Q3
63078,1986,4,99.2,327310,1986Q4
63082,1987,1,101.2,327310,1987Q1
63085,1987,2,101.2,327310,1987Q2
63088,1987,3,101.1,327310,1987Q3
63091,1987,4,100.6,327310,1987Q4
63095,1988,1,101.1,327310,1988Q1
63098,1988,2,101.7,327310,1988Q2
63101,1988,3,100.9,327310,1988Q3
63104,1988,4,100.6,327310,1988Q4
63108,1989,1,100.2,327310,1989Q1
63111,1989,2,101.2,327310,1989Q2
63114,1989,3,101.6,327310,1989Q3
63117,1989,4,101.7,327310,1989Q4
63121,1990,1,102.0,327310,1990Q1
63124,1990,2,102.4,327310,1990Q2
63127,1990,3,103.5,327310,1990Q3
63130,1990,4,103.8,327310,1990Q4
63134,1991,1,105.8,327310,1991Q1
63137,1991,2,106.6,327310,1991Q2
63140,1991,3,105.4,327310,1991Q3
63143,1991,4,104.9,327310,1991Q4
63147,1992,1,105.4,327310,1992Q1
63150,1992,2,105.4,327310,1992Q2
63153,1992,3,104.8,327310,1992Q3
63156,1992,4,105.4,327310,1992Q4
63160,1993,1,107.0,327310,1993Q1
63163,1993,2,111.9,327310,1993Q2
63166,1993,3,112.7,327310,1993Q3
63169,1993,4,113.4,327310,1993Q4
63173,1994,1,115.3,327310,1994Q1
63176,1994,2,119.5,327310,1994Q2
63179,1994,3,121.0,327310,1994Q3
63182,1994,4,121.3,327310,1994Q4
63186,1995,1,123.2,327310,1995Q1
63189,1995,2,128.5,327310,1995Q2
63192,1995,3,129.0,327310,1995Q3
63195,1995,4,128.5,327310,1995Q4
63199,1996,1,129.2,327310,1996Q1
63202,1996,2,133.8,327310,1996Q2
63205,1996,3,135.1,327310,1996Q3
63208,1996,4,134.8,327310,1996Q4
63212,1997,1,135.2,327310,1997Q1
63215,1997,2,138.9,327310,1997Q2
63218,1997,3,139.2,327310,1997Q3
63221,1997,4,139.3,327310,1997Q4
63225,1998,1,139.8,327310,1998Q1
63228,1998,2,145.5,327310,1998Q2
63231,1998,3,146.5,327310,1998Q3
63234,1998,4,146.5,327310,1998Q4
63238,1999,1,148.0,327310,1999Q1
63241,1999,2,149.9,327310,1999Q2
63244,1999,3,149.8,327310,1999Q3
63247,1999,4,149.0,327310,1999Q4
63251,2000,1,148.1,327310,2000Q1
63254,2000,2,149.3,327310,2000Q2
63257,2000,3,148.6,327310,2000Q3
63260,2000,4,147.5,327310,2000Q4
63264,2001,1,147.4,327310,2001Q1
63267,2001,2,148.6,327310,2001Q2
63270,2001,3,149.1,327310,2001Q3
63273,2001,4,149.0,327310,2001Q4
63277,2002,1,147.9,327310,2002Q1
63280,2002,2,151.9,327310,2002Q2
63283,2002,3,152.6,327310,2002Q3
63286,2002,4,151.0,327310,2002Q4
63290,2003,1,151.1,327310,2003Q1
63293,2003,2,151.2,327310,2003Q2
63296,2003,3,150.2,327310,2003Q3
63299,2003,4,149.4,327310,2003Q4
63303,2004,1,150.2,327310,2004Q1
63306,2004,2,153.9,327310,2004Q2
63309,2004,3,160.4,327310,2004Q3
63312,2004,4,161.5,327310,2004Q4
63316,2005,1,169.0,327310,2005Q1
63319,2005,2,172.5,327310,2005Q2
63322,2005,3,180.2,327310,2005Q3
63325,2005,4,181.3,327310,2005Q4
63329,2006,1,195.3,327310,2006Q1
63332,2006,2,197.8,327310,2006Q2
63335,2006,3,201.0,327310,2006Q3
63338,2006,4,200.8,327310,2006Q4
63342,2007,1,205.1,327310,2007Q1
63345,2007,2,208.3,327310,2007Q2
63348,2007,3,210.7,327310,2007Q3
63351,2007,4,209.1,327310,2007Q4
63355,2008,1,208.9,327310,2008Q1
63358,2008,2,204.1,327310,2008Q2
63361,2008,3,207.5,327310,2008Q3
63364,2008,4,206.9,327310,2008Q4
63368,2009,1,205.1,327310,2009Q1
63371,2009,2,204.9,327310,2009Q2
63374,2009,3,201.9,327310,2009Q3
63377,2009,4,198.5,327310,2009Q4
63381,2010,1,196.3,327310,2010Q1
63384,2010,2,192.3,327310,2010Q2
63387,2010,3,190.8,327310,2010Q3
63390,2010,4,187.9,327310,2010Q4
63394,2011,1,186.5,327310,2011Q1
63397,2011,2,186.9,327310,2011Q2
63400,2011,3,189.3,327310,2011Q3
63403,2011,4,182.5,327310,2011Q4
63407,2012,1,185.2,327310,2012Q1
63410,2012,2,188.8,327310,2012Q2
63413,2012,3,189.1,327310,2012Q3
63416,2012,4,188.3,327310,2012Q4
63420,2013,1,194.6,327310,2013Q1
63423,2013,2,197.5,327310,2013Q2
63426,2013,3,197.6,327310,2013Q3
63429,2013,4,197.4,327310,2013Q4
63433,2014,1,199.3,327310,2014Q1
63436,2014,2,207.0,327310,2014Q2
63439,2014,3,208.8,327310,2014Q3
63442,2014,4,210.0,327310,2014Q4
63446,2015,1,217.3,327310,2015Q1
63449,2015,2,223.7,327310,2015Q2
63452,2015,3,224.1,327310,2015Q3
63455,2015,4,224.1,327310,2015Q4
63459,2016,1,229.6,327310,2016Q1
63462,2016,2,233.7,327310,2016Q2
63465,2016,3,234.9,327310,2016Q3
63468,2016,4,233.9,327310,2016Q4
63472,2017,1,239.3,327310,2017Q1
63475,2017,2,245.4,327310,2017Q2
63478,2017,3,244.7,327310,2017Q3
63481,2017,4,243.3,327310,2017Q4
63485,2018,1,246.5,327310,2018Q1
63488,2018,2,251.0,327310,2018Q2
63491,2018,3,249.7,327310,2018Q3
63494,2018,4,249.9,327310,2018Q4
63498,2019,1,251.2,327310,2019Q1
63501,2019,2,257.7,327310,2019Q2
63504,2019,3,255.5,327310,2019Q3
63507,2019,4,255.0,327310,2019Q4
63511,2020,1,253.9,327310,2020Q1
63514,2020,2,258.4,327310,2020Q2
63517,2020,3,259.8,327310,2020Q3
63520,2020,4,259.6,327310,2020Q4
63524,2021,1,261.2,327310,2021Q1
63527,2021,2,268.4,327310,2021Q2
63530,2021,3,271.694,327310,2021Q3
63533,2021,4,271.163,327310,2021Q4
63537,2022,1,281.915,327310,2022Q1
63540,2022,2,288.522,327310,2022Q2
63543,2022,3,301.550,327310,2022Q3
63546,2022,4,307.030,327310,2022Q4
63548,2003,4,100.0,32732,2003Q4
63551,2004,1,102.0,32732,2004Q1
63554,2004,2,103.4,32732,2004Q2
63557,2004,3,106.9,32732,2004Q3
63560,2004,4,108.6,32732,2004Q4
63564,2005,1,114.2,32732,2005Q1
63567,2005,2,116.4,32732,2005Q2
63570,2005,3,120.1,32732,2005Q3
63573,2005,4,121.3,32732,2005Q4
63577,2006,1,128.9,32732,2006Q1
63580,2006,2,130.2,32732,2006Q2
63583,2006,3,132.0,32732,2006Q3
63586,2006,4,132.8,32732,2006Q4
63590,2007,1,135.8,32732,2007Q1
63593,2007,2,135.3,32732,2007Q2
63596,2007,3,135.8,32732,2007Q3
63599,2007,4,136.4,32732,2007Q4
63603,2008,1,137.6,32732,2008Q1
63606,2008,2,139.6,32732,2008Q2
63609,2008,3,140.7,32732,2008Q3
63612,2008,4,142.9,32732,2008Q4
63616,2009,1,144.9,32732,2009Q1
63619,2009,2,143.6,32732,2009Q2
63622,2009,3,142.3,32732,2009Q3
63625,2009,4,141.2,32732,2009Q4
63629,2010,1,141.0,32732,2010Q1
63632,2010,2,139.5,32732,2010Q2
63635,2010,3,138.8,32732,2010Q3
63638,2010,4,139.3,32732,2010Q4
63642,2011,1,138.8,32732,2011Q1
63645,2011,2,138.5,32732,2011Q2
63648,2011,3,138.6,32732,2011Q3
63651,2011,4,139.8,32732,2011Q4
63655,2012,1,141.7,32732,2012Q1
63658,2012,2,141.6,32732,2012Q2
63661,2012,3,142.2,32732,2012Q3
63664,2012,4,143.6,32732,2012Q4
63668,2013,1,144.9,32732,2013Q1
63671,2013,2,146.2,32732,2013Q2
63674,2013,3,147.0,32732,2013Q3
63677,2013,4,147.8,32732,2013Q4
63681,2014,1,151.1,32732,2014Q1
63684,2014,2,152.6,32732,2014Q2
63687,2014,3,154.1,32732,2014Q3
63690,2014,4,155.9,32732,2014Q4
63694,2015,1,158.5,32732,2015Q1
63697,2015,2,160.1,32732,2015Q2
63700,2015,3,160.4,32732,2015Q3
63703,2015,4,161.6,32732,2015Q4
63707,2016,1,163.7,32732,2016Q1
63710,2016,2,165.9,32732,2016Q2
63713,2016,3,166.4,32732,2016Q3
63716,2016,4,167.3,32732,2016Q4
63720,2017,1,169.1,32732,2017Q1
63723,2017,2,171.1,32732,2017Q2
63726,2017,3,171.4,32732,2017Q3
63729,2017,4,172.1,32732,2017Q4
63733,2018,1,179.5,32732,2018Q1
63736,2018,2,178.1,32732,2018Q2
63739,2018,3,178.7,32732,2018Q3
63742,2018,4,177.9,32732,2018Q4
63746,2019,1,179.1,32732,2019Q1
63749,2019,2,184.5,32732,2019Q2
63752,2019,3,184.6,32732,2019Q3
63755,2019,4,183.0,32732,2019Q4
63759,2020,1,187.5,32732,2020Q1
63762,2020,2,187.5,32732,2020Q2
63765,2020,3,188.2,32732,2020Q3
63768,2020,4,187.1,32732,2020Q4
63772,2021,1,190.6,32732,2021Q1
63775,2021,2,191.8,32732,2021Q2
63778,2021,3,198.119,32732,2021Q3
63781,2021,4,199.684,32732,2021Q4
63785,2022,1,205.844,32732,2022Q1
63788,2022,2,212.389,32732,2022Q2
63791,2022,3,220.980,32732,2022Q3
63794,2022,4,227.701,32732,2022Q4
63798,1965,1,31.9,327320,1965Q1
63801,1965,2,32.0,327320,1965Q2
63804,1965,3,32.1,327320,1965Q3
63807,1965,4,32.2,327320,1965Q4
63811,1966,1,32.3,327320,1966Q1
63814,1966,2,32.5,327320,1966Q2
63817,1966,3,32.6,327320,1966Q3
63820,1966,4,32.7,327320,1966Q4
63824,1967,1,33.0,327320,1967Q1
63827,1967,2,33.2,327320,1967Q2
63830,1967,3,33.3,327320,1967Q3
63833,1967,4,33.3,327320,1967Q4
63837,1968,1,33.7,327320,1968Q1
63840,1968,2,34.0,327320,1968Q2
63843,1968,3,34.2,327320,1968Q3
63846,1968,4,34.5,327320,1968Q4
63850,1969,1,35.1,327320,1969Q1
63853,1969,2,35.4,327320,1969Q2
63856,1969,3,35.8,327320,1969Q3
63859,1969,4,36.2,327320,1969Q4
63863,1970,1,37.2,327320,1970Q1
63866,1970,2,37.5,327320,1970Q2
63869,1970,3,38.0,327320,1970Q3
63872,1970,4,38.4,327320,1970Q4
63876,1971,1,39.9,327320,1971Q1
63879,1971,2,40.3,327320,1971Q2
63882,1971,3,41.2,327320,1971Q3
63885,1971,4,41.3,327320,1971Q4
63889,1972,1,42.0,327320,1972Q1
63892,1972,2,42.2,327320,1972Q2
63895,1972,3,42.5,327320,1972Q3
63898,1972,4,42.7,327320,1972Q4
63902,1973,1,43.3,327320,1973Q1
63905,1973,2,44.3,327320,1973Q2
63908,1973,3,44.3,327320,1973Q3
63911,1973,4,44.9,327320,1973Q4
63915,1974,1,48.3,327320,1974Q1
63918,1974,2,50.2,327320,1974Q2
63921,1974,3,52.7,327320,1974Q3
63924,1974,4,53.4,327320,1974Q4
63928,1975,1,56.1,327320,1975Q1
63931,1975,2,56.7,327320,1975Q2
63934,1975,3,57.1,327320,1975Q3
63937,1975,4,57.8,327320,1975Q4
63941,1976,1,60.1,327320,1976Q1
63944,1976,2,60.5,327320,1976Q2
63947,1976,3,60.9,327320,1976Q3
63950,1976,4,61.7,327320,1976Q4
63954,1977,1,63.6,327320,1977Q1
63957,1977,2,64.5,327320,1977Q2
63960,1977,3,65.8,327320,1977Q3
63963,1977,4,66.0,327320,1977Q4
63967,1978,1,69.6,327320,1978Q1
63970,1978,2,71.3,327320,1978Q2
63973,1978,3,74.3,327320,1978Q3
63976,1978,4,75.4,327320,1978Q4
63980,1979,1,80.0,327320,1979Q1
63983,1979,2,82.0,327320,1979Q2
63986,1979,3,83.6,327320,1979Q3
63989,1979,4,85.1,327320,1979Q4
63993,1980,1,91.3,327320,1980Q1
63996,1980,2,93.6,327320,1980Q2
63999,1980,3,93.9,327320,1980Q3
64002,1980,4,93.7,327320,1980Q4
64006,1981,1,98.1,327320,1981Q1
64009,1981,2,100.0,327320,1981Q2
64012,1981,3,99.1,327320,1981Q3
64015,1981,4,99.2,327320,1981Q4
64019,1982,1,100.2,327320,1982Q1
64022,1982,2,101.2,327320,1982Q2
64025,1982,3,101.2,327320,1982Q3
64028,1982,4,101.3,327320,1982Q4
64032,1983,1,101.7,327320,1983Q1
64035,1983,2,102.2,327320,1983Q2
64038,1983,3,102.9,327320,1983Q3
64041,1983,4,102.9,327320,1983Q4
64045,1984,1,104.0,327320,1984Q1
64048,1984,2,105.2,327320,1984Q2
64051,1984,3,105.8,327320,1984Q3
64054,1984,4,106.2,327320,1984Q4
64058,1985,1,108.4,327320,1985Q1
64061,1985,2,108.7,327320,1985Q2
64064,1985,3,109.0,327320,1985Q3
64067,1985,4,109.3,327320,1985Q4
64071,1986,1,109.3,327320,1986Q1
64074,1986,2,109.8,327320,1986Q2
64077,1986,3,109.4,327320,1986Q3
64080,1986,4,109.2,327320,1986Q4
64084,1987,1,108.9,327320,1987Q1
64087,1987,2,109.1,327320,1987Q2
64090,1987,3,109.2,327320,1987Q3
64093,1987,4,109.2,327320,1987Q4
64097,1988,1,109.7,327320,1988Q1
64100,1988,2,109.8,327320,1988Q2
64103,1988,3,109.6,327320,1988Q3
64106,1988,4,110.3,327320,1988Q4
64110,1989,1,110.8,327320,1989Q1
64113,1989,2,111.4,327320,1989Q2
64116,1989,3,112.1,327320,1989Q3
64119,1989,4,112.7,327320,1989Q4
64123,1990,1,113.6,327320,1990Q1
64126,1990,2,114.1,327320,1990Q2
64129,1990,3,114.9,327320,1990Q3
64132,1990,4,115.9,327320,1990Q4
64136,1991,1,117.2,327320,1991Q1
64139,1991,2,117.2,327320,1991Q2
64142,1991,3,116.9,327320,1991Q3
64145,1991,4,117.2,327320,1991Q4
64149,1992,1,117.5,327320,1992Q1
64152,1992,2,117.0,327320,1992Q2
64155,1992,3,117.2,327320,1992Q3
64158,1992,4,118.5,327320,1992Q4
64162,1993,1,120.0,327320,1993Q1
64165,1993,2,120.7,327320,1993Q2
64168,1993,3,122.0,327320,1993Q3
64171,1993,4,123.0,327320,1993Q4
64175,1994,1,124.2,327320,1994Q1
64178,1994,2,125.2,327320,1994Q2
64181,1994,3,126.7,327320,1994Q3
64184,1994,4,128.6,327320,1994Q4
64188,1995,1,130.4,327320,1995Q1
64191,1995,2,131.2,327320,1995Q2
64194,1995,3,131.7,327320,1995Q3
64197,1995,4,132.6,327320,1995Q4
64201,1996,1,134.4,327320,1996Q1
64204,1996,2,135.4,327320,1996Q2
64207,1996,3,135.6,327320,1996Q3
64210,1996,4,136.8,327320,1996Q4
64214,1997,1,137.5,327320,1997Q1
64217,1997,2,137.9,327320,1997Q2
64220,1997,3,138.1,327320,1997Q3
64223,1997,4,138.3,327320,1997Q4
64227,1998,1,139.5,327320,1998Q1
64230,1998,2,143.2,327320,1998Q2
64233,1998,3,143.8,327320,1998Q3
64236,1998,4,143.5,327320,1998Q4
64240,1999,1,144.7,327320,1999Q1
64243,1999,2,145.8,327320,1999Q2
64246,1999,3,145.9,327320,1999Q3
64249,1999,4,145.6,327320,1999Q4
64253,2000,1,148.8,327320,2000Q1
64256,2000,2,150.6,327320,2000Q2
64259,2000,3,151.9,327320,2000Q3
64262,2000,4,151.6,327320,2000Q4
64266,2001,1,152.8,327320,2001Q1
64269,2001,2,152.1,327320,2001Q2
64272,2001,3,154.2,327320,2001Q3
64275,2001,4,154.4,327320,2001Q4
64279,2002,1,152.7,327320,2002Q1
64282,2002,2,152.9,327320,2002Q2
64285,2002,3,153.1,327320,2002Q3
64288,2002,4,153.1,327320,2002Q4
64292,2003,1,153.6,327320,2003Q1
64295,2003,2,153.7,327320,2003Q2
64298,2003,3,153.8,327320,2003Q3
64301,2003,4,155.0,327320,2003Q4
64305,2004,1,158.1,327320,2004Q1
64308,2004,2,160.2,327320,2004Q2
64311,2004,3,165.8,327320,2004Q3
64314,2004,4,168.3,327320,2004Q4
64318,2005,1,177.1,327320,2005Q1
64321,2005,2,180.5,327320,2005Q2
64324,2005,3,186.3,327320,2005Q3
64327,2005,4,188.1,327320,2005Q4
64331,2006,1,199.8,327320,2006Q1
64334,2006,2,201.9,327320,2006Q2
64337,2006,3,204.6,327320,2006Q3
64340,2006,4,205.9,327320,2006Q4
64344,2007,1,210.6,327320,2007Q1
64347,2007,2,209.7,327320,2007Q2
64350,2007,3,210.6,327320,2007Q3
64353,2007,4,211.5,327320,2007Q4
64357,2008,1,213.3,327320,2008Q1
64360,2008,2,216.5,327320,2008Q2
64363,2008,3,218.2,327320,2008Q3
64366,2008,4,221.6,327320,2008Q4
64370,2009,1,224.6,327320,2009Q1
64373,2009,2,222.6,327320,2009Q2
64376,2009,3,220.6,327320,2009Q3
64379,2009,4,219.0,327320,2009Q4
64383,2010,1,218.5,327320,2010Q1
64386,2010,2,216.3,327320,2010Q2
64389,2010,3,215.2,327320,2010Q3
64392,2010,4,216.0,327320,2010Q4
64396,2011,1,215.2,327320,2011Q1
64399,2011,2,214.8,327320,2011Q2
64402,2011,3,214.9,327320,2011Q3
64405,2011,4,216.7,327320,2011Q4
64409,2012,1,219.7,327320,2012Q1
64412,2012,2,219.5,327320,2012Q2
64415,2012,3,220.5,327320,2012Q3
64418,2012,4,222.7,327320,2012Q4
64422,2013,1,224.7,327320,2013Q1
64425,2013,2,226.7,327320,2013Q2
64428,2013,3,227.9,327320,2013Q3
64431,2013,4,229.2,327320,2013Q4
64435,2014,1,234.2,327320,2014Q1
64438,2014,2,236.5,327320,2014Q2
64441,2014,3,238.9,327320,2014Q3
64444,2014,4,241.8,327320,2014Q4
64448,2015,1,245.7,327320,2015Q1
64451,2015,2,248.3,327320,2015Q2
64454,2015,3,248.8,327320,2015Q3
64457,2015,4,250.5,327320,2015Q4
64461,2016,1,253.7,327320,2016Q1
64464,2016,2,257.3,327320,2016Q2
64467,2016,3,258.0,327320,2016Q3
64470,2016,4,259.4,327320,2016Q4
64474,2017,1,262.1,327320,2017Q1
64477,2017,2,265.2,327320,2017Q2
64480,2017,3,265.8,327320,2017Q3
64483,2017,4,266.8,327320,2017Q4
64487,2018,1,278.2,327320,2018Q1
64490,2018,2,276.2,327320,2018Q2
64493,2018,3,277.0,327320,2018Q3
64496,2018,4,275.8,327320,2018Q4
64500,2019,1,277.6,327320,2019Q1
64503,2019,2,286.0,327320,2019Q2
64506,2019,3,286.2,327320,2019Q3
64509,2019,4,283.7,327320,2019Q4
64513,2020,1,290.7,327320,2020Q1
64516,2020,2,290.6,327320,2020Q2
64519,2020,3,291.7,327320,2020Q3
64522,2020,4,290.1,327320,2020Q4
64526,2021,1,295.5,327320,2021Q1
64529,2021,2,297.4,327320,2021Q2
64532,2021,3,307.177,327320,2021Q3
64535,2021,4,309.603,327320,2021Q4
64539,2022,1,319.155,327320,2022Q1
64542,2022,2,329.306,327320,2022Q2
64545,2022,3,342.624,327320,2022Q3
64548,2022,4,353.043,327320,2022Q4
64550,2003,4,100.0,32733,2003Q4
64553,2004,1,101.0,32733,2004Q1
64556,2004,2,102.2,32733,2004Q2
64559,2004,3,103.8,32733,2004Q3
64562,2004,4,104.5,32733,2004Q4
64566,2005,1,107.6,32733,2005Q1
64569,2005,2,108.7,32733,2005Q2
64572,2005,3,110.7,32733,2005Q3
64575,2005,4,111.6,32733,2005Q4
64579,2006,1,114.6,32733,2006Q1
64582,2006,2,117.1,32733,2006Q2
64585,2006,3,118.7,32733,2006Q3
64588,2006,4,117.9,32733,2006Q4
64592,2007,1,119.6,32733,2007Q1
64595,2007,2,120.9,32733,2007Q2
64598,2007,3,121.1,32733,2007Q3
64601,2007,4,124.4,32733,2007Q4
64605,2008,1,125.7,32733,2008Q1
64608,2008,2,127.9,32733,2008Q2
64611,2008,3,129.6,32733,2008Q3
64614,2008,4,130.3,32733,2008Q4
64618,2009,1,130.4,32733,2009Q1
64621,2009,2,128.5,32733,2009Q2
64624,2009,3,126.7,32733,2009Q3
64627,2009,4,126.3,32733,2009Q4
64631,2010,1,126.0,32733,2010Q1
64634,2010,2,125.9,32733,2010Q2
64637,2010,3,126.4,32733,2010Q3
64640,2010,4,126.0,32733,2010Q4
64644,2011,1,127.2,32733,2011Q1
64647,2011,2,127.4,32733,2011Q2
64650,2011,3,127.8,32733,2011Q3
64653,2011,4,127.8,32733,2011Q4
64657,2012,1,128.6,32733,2012Q1
64660,2012,2,128.9,32733,2012Q2
64663,2012,3,129.2,32733,2012Q3
64666,2012,4,130.3,32733,2012Q4
64670,2013,1,130.9,32733,2013Q1
64673,2013,2,132.3,32733,2013Q2
64676,2013,3,132.8,32733,2013Q3
64679,2013,4,133.3,32733,2013Q4
64683,2014,1,135.1,32733,2014Q1
64686,2014,2,136.3,32733,2014Q2
64689,2014,3,136.5,32733,2014Q3
64692,2014,4,137.5,32733,2014Q4
64696,2015,1,139.4,32733,2015Q1
64699,2015,2,139.2,32733,2015Q2
64702,2015,3,139.9,32733,2015Q3
64705,2015,4,140.0,32733,2015Q4
64709,2016,1,141.0,32733,2016Q1
64712,2016,2,141.8,32733,2016Q2
64715,2016,3,142.2,32733,2016Q3
64718,2016,4,142.9,32733,2016Q4
64722,2017,1,144.1,32733,2017Q1
64725,2017,2,144.9,32733,2017Q2
64728,2017,3,145.5,32733,2017Q3
64731,2017,4,146.0,32733,2017Q4
64735,2018,1,146.8,32733,2018Q1
64738,2018,2,147.9,32733,2018Q2
64741,2018,3,148.4,32733,2018Q3
64744,2018,4,149.6,32733,2018Q4
64748,2019,1,150.1,32733,2019Q1
64751,2019,2,152.4,32733,2019Q2
64754,2019,3,153.7,32733,2019Q3
64757,2019,4,154.5,32733,2019Q4
64761,2020,1,156.3,32733,2020Q1
64764,2020,2,157.1,32733,2020Q2
64767,2020,3,159.2,32733,2020Q3
64770,2020,4,158.4,32733,2020Q4
