,year,naics_code,PPI
14994,2018,336999,116.3
14995,2019,336999,117.2
14996,2020,336999,117.6
14997,2021,336999,121.417
14998,2022,336999,127.694
14999,1984,337,100.0
15000,1985,337,102.8
15001,1986,337,104.7
15002,1987,337,108.0
15003,1988,337,113.3
15004,1989,337,117.2
15005,1990,337,120.5
15006,1991,337,121.8
15007,1992,337,123.6
15008,1993,337,127.2
15009,1994,337,131.0
15010,1995,337,134.9
15011,1996,337,137.4
15012,1997,337,138.9
15013,1998,337,140.2
15014,1999,337,142.1
15015,2000,337,143.9
15016,2001,337,145.5
15017,2002,337,146.8
15018,2003,337,147.6
15019,2004,337,155.1
15020,2005,337,160.0
15021,2006,337,163.6
15022,2007,337,166.4
15023,2008,337,175.7
15024,2009,337,176.4
15025,2010,337,177.7
15026,2011,337,183.0
15027,2012,337,185.7
15028,2013,337,188.2
15029,2014,337,192.2
15030,2015,337,194.7
15031,2016,337,195.9
15032,2017,337,200.3
15033,2018,337,207.2
15034,2019,337,212.0
15035,2020,337,214.9
15036,2021,337,239.938
15037,2022,337,266.777
15038,1984,3371,100.0
15039,1985,3371,102.2
15040,1986,3371,104.0
15041,1987,3371,107.9
15042,1988,3371,111.8
15043,1989,3371,115.7
15044,1990,3371,118.5
15045,1991,3371,120.6
15046,1992,3371,122.5
15047,1993,3371,126.7
15048,1994,3371,130.0
15049,1995,3371,133.5
15050,1996,3371,135.4
15051,1997,3371,137.0
15052,1998,3371,139.4
15053,1999,3371,141.2
15054,2000,3371,143.4
15055,2001,3371,144.9
15056,2002,3371,146.7
15057,2003,3371,147.0
15058,2004,3371,150.1
15059,2005,3371,154.5
15060,2006,3371,158.6
15061,2007,3371,161.6
15062,2008,3371,169.8
15063,2009,3371,170.8
15064,2010,3371,172.5
15065,2011,3371,176.6
15066,2012,3371,179.5
15067,2013,3371,183.2
15068,2014,3371,186.9
15069,2015,3371,189.7
15070,2016,3371,191.3
15071,2017,3371,194.7
15072,2018,3371,197.1
15073,2019,3371,203.0
15074,2020,3371,204.3
15075,2021,3371,230.058
15076,2022,3371,253.714
15077,2003,33711,100.0
15078,2004,33711,102.1
15079,2005,33711,103.9
15080,2006,33711,106.7
15081,2007,33711,108.6
15082,2008,33711,111.8
15083,2009,33711,112.9
15084,2010,33711,113.4
15085,2011,33711,116.0
15086,2012,33711,118.5
15087,2013,33711,121.8
15088,2014,33711,124.8
15089,2015,33711,127.0
15090,2016,33711,128.2
15091,2017,33711,129.5
15092,2018,33711,131.0
15093,2019,33711,134.1
15094,2020,33711,134.8
15095,2021,33711,143.146
15096,2022,33711,158.242
15097,1984,337110,102.0
15098,1985,337110,103.9
15099,1986,337110,106.3
15100,1987,337110,109.9
15101,1988,337110,113.6
15102,1989,337110,117.9
15103,1990,337110,121.7
15104,1991,337110,124.9
15105,1992,337110,129.9
15106,1993,337110,136.1
15107,1994,337110,140.9
15108,1995,337110,145.4
15109,1996,337110,147.9
15110,1997,337110,151.5
15111,1998,337110,153.6
15112,1999,337110,157.3
15113,2000,337110,161.2
15114,2001,337110,163.2
15115,2002,337110,165.7
15116,2003,337110,168.8
15117,2004,337110,172.3
15118,2005,337110,175.4
15119,2006,337110,180.1
15120,2007,337110,183.4
15121,2008,337110,188.8
15122,2009,337110,190.7
15123,2010,337110,191.6
15124,2011,337110,195.9
15125,2012,337110,200.1
15126,2013,337110,205.6
15127,2014,337110,210.8
15128,2015,337110,214.4
15129,2016,337110,216.4
15130,2017,337110,218.7
15131,2018,337110,221.1
15132,2019,337110,226.3
15133,2020,337110,227.6
15134,2021,337110,241.686
15135,2022,337110,267.174
15136,2003,33712,100.0
15137,2004,33712,102.1
15138,2005,33712,105.5
15139,2006,33712,108.3
15140,2007,33712,110.4
15141,2008,33712,117.0
15142,2009,33712,117.6
15143,2010,33712,119.0
15144,2011,33712,121.9
15145,2012,33712,123.5
15146,2013,33712,125.5
15147,2014,33712,127.7
15148,2015,33712,129.4
15149,2016,33712,130.4
15150,2017,33712,133.3
15151,2018,33712,135.0
15152,2019,33712,139.5
15153,2020,33712,140.5
15154,2021,33712,162.496
15155,2022,33712,179.018
15156,1972,337121,55.9
15157,1973,337121,59.9
15158,1974,337121,67.7
15159,1975,337121,69.8
15160,1976,337121,73.5
15161,1977,337121,76.0
15162,1978,337121,79.9
15163,1979,337121,85.4
15164,1980,337121,93.5
15165,1981,337121,99.9
15166,1982,337121,101.5
15167,1983,337121,102.9
15168,1984,337121,105.0
15169,1985,337121,108.7
15170,1986,337121,110.3
15171,1987,337121,114.5
15172,1988,337121,117.7
15173,1989,337121,120.6
15174,1990,337121,123.1
15175,1991,337121,124.8
15176,1992,337121,125.6
15177,1993,337121,128.4
15178,1994,337121,130.7
15179,1995,337121,135.1
15180,1996,337121,136.9
15181,1997,337121,139.0
15182,1998,337121,141.2
15183,1999,337121,143.2
15184,2000,337121,145.0
15185,2001,337121,146.8
15186,2002,337121,148.5
15187,2003,337121,149.1
15188,2004,337121,149.9
15189,2005,337121,156.9
15190,2006,337121,160.4
15191,2007,337121,164.6
15192,2008,337121,171.7
15193,2009,337121,170.8
15194,2010,337121,172.6
15195,2011,337121,176.1
15196,2012,337121,178.6
15197,2013,337121,181.0
15198,2014,337121,186.4
15199,2015,337121,187.1
15200,2016,337121,187.9
15201,2017,337121,193.9
15202,2018,337121,196.8
15203,2019,337121,202.1
15204,2020,337121,203.0
15205,2021,337121,243.114
15206,2022,337121,266.992
15207,1972,337122,59.1
15208,1973,337122,63.7
15209,1974,337122,71.8
15210,1975,337122,75.0
15211,1976,337122,79.4
15212,1977,337122,83.7
15213,1978,337122,90.8
15214,1979,337122,100.0
15215,1980,337122,108.9
15216,1981,337122,116.2
15217,1982,337122,119.9
15218,1983,337122,125.9
15219,1984,337122,131.7
15220,1985,337122,134.3
15221,1986,337122,137.1
15222,1987,337122,143.6
15223,1988,337122,149.8
15224,1989,337122,156.4
15225,1990,337122,160.8
15226,1991,337122,164.5
15227,1992,337122,169.2
15228,1993,337122,176.1
15229,1994,337122,182.8
15230,1995,337122,187.5
15231,1996,337122,191.0
15232,1997,337122,193.1
15233,1998,337122,198.6
15234,1999,337122,202.3
15235,2000,337122,205.8
15236,2001,337122,208.8
15237,2002,337122,211.9
15238,2003,337122,212.7
15239,2004,337122,217.7
15240,2005,337122,222.9
15241,2006,337122,228.2
15242,2007,337122,230.7
15243,2008,337122,245.1
15244,2009,337122,247.0
15245,2010,337122,252.4
15246,2011,337122,258.0
15247,2012,337122,261.7
15248,2013,337122,266.5
15249,2014,337122,268.6
15250,2015,337122,273.9
15251,2016,337122,276.9
15252,2017,337122,280.3
15253,2018,337122,283.6
15254,2019,337122,285.4
15255,2020,337122,287.4
15256,2021,337122,318.002
15257,2022,337122,330.286
15258,1947,337124,43.4
15259,1948,337124,46.5
15260,1949,337124,44.4
15261,1950,337124,50.8
15262,1951,337124,49.1
15263,1952,337124,48.7
15264,1953,337124,49.4
15265,1954,337124,48.8
15266,1955,337124,48.2
15267,1956,337124,50.0
15268,1957,337124,49.7
15269,1958,337124,50.4
15270,1959,337124,51.3
15271,1960,337124,51.7
15272,1961,337124,51.0
15273,1962,337124,49.8
15274,1963,337124,48.2
15275,1964,337124,48.5
15276,1965,337124,47.6
15277,1966,337124,49.0
15278,1967,337124,47.8
15279,1968,337124,49.2
15280,1969,337124,51.3
15281,1970,337124,52.0
15282,1971,337124,53.3
15283,1972,337124,54.9
15284,1973,337124,59.7
15285,1974,337124,68.2
15286,1975,337124,68.1
15287,1976,337124,73.8
15288,1977,337124,79.5
15289,1978,337124,88.8
15290,1979,337124,94.9
15291,1980,337124,95.5
15292,1981,337124,100.0
15293,1982,337124,100.0
15294,1983,337124,100.0
15295,1984,337124,100.2
15296,1985,337124,99.7
15297,1986,337124,101.7
15298,1987,337124,103.9
15299,1988,337124,108.0
15300,1989,337124,112.4
15301,1990,337124,115.9
15302,1991,337124,118.0
15303,1992,337124,119.3
15304,1993,337124,121.0
15305,1994,337124,122.9
15306,1995,337124,127.2
15307,1996,337124,130.1
15308,1997,337124,130.9
15309,1998,337124,129.2
15310,1999,337124,131.0
15311,2000,337124,132.1
15312,2001,337124,132.8
15313,2002,337124,134.7
15314,2003,337124,133.4
15315,2004,337124,139.3
15316,2005,337124,141.7
15317,2006,337124,148.0
15318,2007,337124,151.4
15319,2008,337124,164.0
15320,2009,337124,163.6
15321,2010,337124,165.0
15322,2011,337124,170.9
15323,2012,337124,176.3
15324,2013,337124,178.1
15325,2014,337124,181.2
15326,2015,337124,180.8
15327,2016,337124,183.6
15328,2017,337124,184.6
15329,2018,337124,186.1
15330,2019,337124,204.5
15331,2020,337124,201.0
15332,2021,337124,232.830
15333,2022,337124,266.529
15334,1985,337125,100.0
15335,1986,337125,98.5
15336,1987,337125,102.6
15337,1988,337125,102.3
15338,1989,337125,100.5
15339,1990,337125,105.0
15340,1991,337125,107.1
15341,1992,337125,106.7
15342,1993,337125,107.3
15343,1994,337125,110.5
15344,1995,337125,113.6
15345,1996,337125,108.9
15346,1997,337125,107.4
15347,1998,337125,108.0
15348,1999,337125,109.5
15349,2000,337125,111.6
15350,2001,337125,112.4
15351,2002,337125,113.5
15352,2003,337125,111.8
15353,2004,337125,111.0
15354,2005,337125,121.0
15355,2006,337125,123.6
15356,2007,337125,127.1
15357,2008,337125,138.7
15358,2009,337125,140.5
15359,2010,337125,135.0
15360,2011,337125,138.3
15361,2012,337125,134.7
15362,2013,337125,139.1
15363,2014,337125,138.2
15364,2015,337125,138.2
15365,2018,337125,136.6
15366,2019,337125,135.2
15367,2020,337125,135.8
15368,2021,337125,138.308
15369,2003,337127,100.0
15370,2004,337127,103.8
15371,2005,337127,107.3
15372,2006,337127,111.3
15373,2007,337127,113.8
15374,2008,337127,123.1
15375,2009,337127,125.9
15376,2010,337127,125.7
15377,2011,337127,130.0
15378,2012,337127,131.8
15379,2013,337127,133.9
15380,2014,337127,135.9
15381,2015,337127,140.0
15382,2016,337127,141.2
15383,2017,337127,143.4
15384,2018,337127,145.6
15385,2019,337127,152.7
15386,2020,337127,156.5
15387,2021,337127,177.036
15388,2022,337127,204.275
15389,2003,3372,100.0
15390,2004,3372,109.1
15391,2005,3372,112.5
15392,2006,3372,114.9
15393,2007,3372,117.2
15394,2008,3372,124.8
15395,2009,3372,124.7
15396,2010,3372,125.9
15397,2011,3372,130.3
15398,2012,3372,130.9
15399,2013,3372,132.6
15400,2014,3372,136.2
15401,2015,3372,136.7
15402,2016,3372,137.5
15403,2017,3372,140.4
15404,2018,3372,149.7
15405,2019,3372,152.8
15406,2020,3372,156.0
15407,2021,3372,174.243
15408,2022,3372,196.865
15409,2003,33721,100.0
15410,2004,33721,109.1
15411,2005,33721,112.5
15412,2006,33721,114.9
15413,2007,33721,117.2
15414,2008,33721,124.8
15415,2009,33721,124.7
15416,2010,33721,125.9
15417,2011,33721,130.3
15418,2012,33721,130.9
15419,2013,33721,132.6
15420,2014,33721,136.2
15421,2015,33721,136.7
15422,2016,33721,137.5
15423,2017,33721,140.4
15424,2018,33721,149.7
15425,2019,33721,152.8
15426,2020,33721,156.0
15427,2021,33721,174.243
15428,2022,33721,196.866
15429,1965,337211,29.4
15430,1966,337211,31.8
15431,1967,337211,33.7
15432,1968,337211,35.0
15433,1969,337211,37.1
15434,1970,337211,38.2
15435,1971,337211,38.8
15436,1972,337211,40.6
15437,1973,337211,43.0
15438,1974,337211,52.8
15439,1975,337211,51.9
15440,1976,337211,55.5
15441,1977,337211,60.8
15442,1978,337211,66.1
15443,1979,337211,73.2
15444,1980,337211,79.4
15445,1981,337211,84.9
15446,1982,337211,89.5
15447,1983,337211,93.5
15448,1984,337211,98.5
15449,1985,337211,101.4
15450,1986,337211,104.2
15451,1987,337211,107.0
15452,1988,337211,110.2
15453,1989,337211,112.4
15454,1990,337211,116.3
15455,1991,337211,118.9
15456,1992,337211,120.8
15457,1993,337211,123.0
15458,1994,337211,126.6
15459,1995,337211,132.3
15460,1996,337211,134.7
15461,1997,337211,139.5
15462,1998,337211,141.7
15463,1999,337211,144.5
15464,2000,337211,146.6
15465,2001,337211,149.8
15466,2002,337211,152.1
15467,2003,337211,154.2
15468,2004,337211,156.6
15469,2005,337211,162.2
15470,2006,337211,168.0
15471,2007,337211,172.7
15472,2008,337211,176.5
15473,2009,337211,179.9
15474,2010,337211,181.2
15475,2011,337211,186.4
15476,2012,337211,188.5
15477,2013,337211,192.7
15478,2014,337211,198.1
15479,2015,337211,201.9
15480,2016,337211,202.6
15481,2017,337211,205.2
15482,2018,337211,213.0
15483,2019,337211,218.0
15484,2020,337211,222.5
15485,2021,337211,235.672
15486,2022,337211,271.689
15487,2003,337212,100.0
15488,2004,337212,103.8
15489,2005,337212,107.0
15490,2006,337212,112.8
15491,2007,337212,117.2
15492,2008,337212,120.8
15493,2009,337212,118.6
15494,2010,337212,118.5
15495,2011,337212,119.7
15496,2012,337212,120.2
15497,2013,337212,122.6
15498,2014,337212,124.9
15499,2015,337212,125.6
15500,2016,337212,126.5
15501,2017,337212,132.0
15502,2018,337212,135.0
15503,2019,337212,139.0
15504,2020,337212,138.9
15505,2021,337212,155.421
15506,2022,337212,170.840
15507,1979,337214,100.0
15508,1980,337214,109.2
15509,1981,337214,120.6
15510,1982,337214,127.5
15511,1983,337214,131.8
15512,1984,337214,134.9
15513,1985,337214,140.3
15514,1986,337214,144.0
15515,1987,337214,147.3
15516,1988,337214,160.0
15517,1989,337214,164.6
15518,1990,337214,173.6
15519,1991,337214,168.7
15520,1992,337214,171.0
15521,1993,337214,173.1
15522,1994,337214,184.9
15523,1995,337214,192.8
15524,1996,337214,193.4
15525,1997,337214,193.7
15526,1998,337214,190.4
15527,1999,337214,192.7
15528,2000,337214,193.5
15529,2001,337214,195.9
15530,2002,337214,202.5
15531,2003,337214,201.1
15532,2004,337214,209.9
15533,2005,337214,218.8
15534,2006,337214,223.5
15535,2007,337214,230.9
15536,2008,337214,247.4
15537,2009,337214,254.3
15538,2010,337214,254.7
15539,2011,337214,268.2
15540,2012,337214,266.8
15541,2013,337214,268.8
15542,2014,337214,280.6
15543,2015,337214,279.8
15544,2016,337214,279.9
15545,2017,337214,286.2
15546,2018,337214,309.5
15547,2019,337214,315.1
15548,2020,337214,329.3
15549,2021,337214,341.273
15550,2022,337214,410.648
15551,2003,337215,100.0
15552,2004,337215,117.2
15553,2005,337215,119.5
15554,2006,337215,120.4
15555,2007,337215,120.4
15556,2008,337215,130.7
15557,2009,337215,127.7
15558,2010,337215,130.4
15559,2011,337215,134.5
15560,2012,337215,136.3
15561,2013,337215,137.6
15562,2014,337215,139.5
15563,2015,337215,140.0
15564,2016,337215,141.9
15565,2017,337215,142.6
15566,2018,337215,156.8
15567,2019,337215,159.2
15568,2020,337215,160.4
15569,2021,337215,200.445
15570,2022,337215,213.202
15571,2003,3379,100.0
15572,2004,3379,109.3
15573,2005,3379,114.4
15574,2006,3379,114.8
15575,2007,3379,114.7
15576,2008,3379,121.7
15577,2009,3379,122.1
15578,2010,3379,120.8
15579,2011,3379,126.3
15580,2012,3379,130.7
15581,2013,3379,128.5
15582,2014,3379,129.8
15583,2015,3379,133.2
15584,2016,3379,132.8
15585,2017,3379,139.2
15586,2018,3379,144.8
15587,2019,3379,145.3
15588,2020,3379,148.1
15589,2021,3379,162.615
15590,2022,3379,177.237
15591,2003,33791,100.0
15592,2004,33791,114.0
15593,2005,33791,119.9
15594,2006,33791,120.3
15595,2007,33791,118.0
15596,2008,33791,128.7
15597,2009,33791,126.5
15598,2010,33791,125.4
15599,2011,33791,131.7
15600,2012,33791,136.5
15601,2013,33791,132.4
15602,2014,33791,133.7
15603,2015,33791,136.6
15604,2016,33791,136.1
15605,2017,33791,144.1
15606,2018,33791,151.8
15607,2019,33791,151.6
15608,2020,33791,154.7
15609,2021,33791,170.010
15610,2022,33791,177.253
15611,1967,337910,48.8
15612,1968,337910,50.2
15613,1969,337910,51.7
15614,1970,337910,52.5
15615,1971,337910,53.1
15616,1972,337910,54.3
15617,1973,337910,56.8
15618,1974,337910,63.0
15619,1975,337910,65.7
15620,1976,337910,69.0
15621,1977,337910,72.9
15622,1978,337910,77.9
15623,1979,337910,83.9
15624,1980,337910,90.8
15625,1981,337910,96.4
15626,1982,337910,100.3
15627,1983,337910,99.3
15628,1984,337910,104.3
15629,1985,337910,106.5
15630,1986,337910,108.6
15631,1987,337910,111.0
15632,1988,337910,115.9
15633,1989,337910,120.1
15634,1990,337910,121.9
15635,1991,337910,122.6
15636,1992,337910,122.9
15637,1993,337910,130.9
15638,1994,337910,132.2
15639,1995,337910,134.1
15640,1996,337910,135.0
15641,1997,337910,136.4
15642,1998,337910,136.8
15643,1999,337910,136.4
15644,2000,337910,139.1
15645,2001,337910,139.4
15646,2002,337910,139.6
15647,2003,337910,140.0
15648,2004,337910,159.6
15649,2005,337910,168.0
15650,2006,337910,168.5
15651,2007,337910,165.3
15652,2008,337910,180.2
15653,2009,337910,177.3
15654,2010,337910,175.6
15655,2011,337910,184.5
15656,2012,337910,191.2
15657,2013,337910,185.6
15658,2014,337910,187.3
15659,2015,337910,191.4
15660,2016,337910,190.8
15661,2017,337910,201.9
15662,2018,337910,212.7
15663,2019,337910,212.4
15664,2020,337910,216.7
15665,2021,337910,238.202
15666,2022,337910,248.351
15667,2003,33792,100.0
15668,2004,33792,101.9
15669,2005,33792,105.8
15670,2006,33792,106.3
15671,2007,33792,109.6
15672,2008,33792,110.7
15673,2009,33792,115.4
15674,2010,33792,113.8
15675,2011,33792,117.8
15676,2012,33792,121.7
15677,2013,33792,123.8
15678,2014,33792,125.4
15679,2015,33792,129.9
15680,2016,33792,129.7
15681,2017,33792,132.4
15682,2018,33792,130.3
15683,2019,33792,133.5
15684,2020,33792,135.7
15685,2021,33792,148.141
15686,2022,33792,193.987
15687,1984,337920,101.8
15688,1985,337920,102.0
15689,1986,337920,102.3
15690,1987,337920,105.3
15691,1988,337920,115.0
15692,1989,337920,119.9
15693,1990,337920,123.8
15694,1991,337920,128.0
15695,1992,337920,128.0
15696,1993,337920,127.0
15697,1994,337920,129.5
15698,1995,337920,133.4
15699,1996,337920,137.5
15700,1997,337920,139.4
15701,1998,337920,143.1
15702,1999,337920,146.6
15703,2000,337920,150.2
15704,2001,337920,151.0
15705,2002,337920,151.9
15706,2003,337920,151.8
15707,2004,337920,154.7
15708,2005,337920,160.7
15709,2006,337920,161.4
15710,2007,337920,166.4
15711,2008,337920,168.0
15712,2009,337920,175.2
15713,2010,337920,172.8
15714,2011,337920,178.9
15715,2012,337920,184.8
15716,2013,337920,188.0
15717,2014,337920,190.3
15718,2015,337920,197.2
15719,2016,337920,197.0
15720,2017,337920,201.0
15721,2018,337920,197.8
15722,2019,337920,202.7
15723,2020,337920,206.0
15724,2021,337920,224.887
15725,2022,337920,294.495
15726,2003,339,100.0
15727,2004,339,101.6
15728,2005,339,103.6
15729,2006,339,105.4
15730,2007,339,107.7
15731,2008,339,110.8
15732,2009,339,112.0
15733,2010,339,113.9
15734,2011,339,116.7
15735,2012,339,118.0
15736,2013,339,118.7
15737,2014,339,119.2
15738,2015,339,120.2
15739,2016,339,121.5
15740,2017,339,122.3
15741,2018,339,124.2
15742,2019,339,127.4
15743,2020,339,129.2
15744,2021,339,132.447
15745,2022,339,141.692
15746,2003,3391,100.0
15747,2004,3391,101.6
15748,2005,3391,103.1
15749,2006,3391,104.2
15750,2007,3391,105.4
15751,2008,3391,107.6
15752,2009,3391,109.4
15753,2010,3391,111.3
15754,2011,3391,112.1
15755,2012,3391,113.6
15756,2013,3391,114.2
15757,2014,3391,114.5
15758,2015,3391,115.7
15759,2016,3391,117.0
15760,2017,3391,117.3
15761,2018,3391,118.9
15762,2019,3391,120.6
15763,2020,3391,122.1
15764,2021,3391,123.206
15765,2022,3391,128.999
15766,2003,33911,100.0
15767,2004,33911,101.6
15768,2005,33911,103.1
15769,2006,33911,104.2
15770,2007,33911,105.4
15771,2008,33911,107.6
15772,2009,33911,109.4
15773,2010,33911,111.3
15774,2011,33911,112.1
15775,2012,33911,113.6
15776,2013,33911,114.2
15777,2014,33911,114.5
15778,2015,33911,115.7
15779,2016,33911,117.0
15780,2017,33911,117.3
15781,2018,33911,118.9
15782,2019,33911,120.6
15783,2020,33911,122.1
15784,2021,33911,123.208
15785,2022,33911,129.001
15786,1982,339112,102.5
15787,1983,339112,105.1
15788,1984,339112,106.3
15789,1985,339112,107.0
15790,1986,339112,107.7
15791,1987,339112,109.9
15792,1988,339112,113.4
15793,1989,339112,118.0
15794,1990,339112,120.6
15795,1991,339112,122.7
15796,1992,339112,125.8
15797,1993,339112,128.4
15798,1994,339112,128.5
15799,1995,339112,129.7
15800,1996,339112,130.9
15801,1997,339112,128.2
15802,1998,339112,128.2
15803,1999,339112,126.5
15804,2000,339112,127.5
15805,2001,339112,129.3
15806,2002,339112,130.4
15807,2003,339112,132.9
15808,2004,339112,134.3
15809,2005,339112,134.9
15810,2006,339112,133.3
15811,2007,339112,134.2
15812,2008,339112,136.3
15813,2009,339112,138.2
15814,2010,339112,138.4
15815,2011,339112,137.8
15816,2012,339112,139.0
15817,2013,339112,138.6
15818,2014,339112,138.5
15819,2015,339112,140.2
15820,2016,339112,142.2
15821,2017,339112,142.1
15822,2018,339112,142.0
15823,2019,339112,142.0
15824,2020,339112,144.3
15825,2021,339112,143.990
15826,2022,339112,148.240
15827,1983,339113,102.5
15828,1984,339113,105.8
15829,1985,339113,108.5
15830,1986,339113,116.1
15831,1987,339113,121.0
15832,1988,339113,123.4
15833,1989,339113,129.3
15834,1990,339113,135.8
15835,1991,339113,139.1
15836,1992,339113,143.8
15837,1993,339113,152.0
15838,1994,339113,154.0
15839,1995,339113,155.2
15840,1996,339113,155.8
15841,1997,339113,158.9
15842,1998,339113,161.3
15843,1999,339113,164.3
15844,2000,339113,168.5
15845,2001,339113,171.2
15846,2002,339113,174.9
15847,2003,339113,178.0
15848,2004,339113,180.9
15849,2005,339113,183.0
15850,2006,339113,185.7
15851,2007,339113,187.5
15852,2008,339113,191.7
15853,2009,339113,194.0
15854,2010,339113,196.2
15855,2011,339113,198.3
15856,2012,339113,200.8
15857,2013,339113,202.1
15858,2014,339113,203.2
15859,2015,339113,204.6
15860,2016,339113,206.1
15861,2017,339113,204.4
15862,2018,339113,209.2
15863,2019,339113,212.2
15864,2020,339113,213.1
15865,2021,339113,219.489
15866,2022,339113,231.650
15867,1985,339114,100.3
15868,1986,339114,106.2
15869,1987,339114,110.4
15870,1988,339114,111.0
15871,1989,339114,116.2
15872,1990,339114,119.1
15873,1991,339114,124.0
15874,1992,339114,128.5
15875,1993,339114,133.1
15876,1994,339114,136.0
15877,1995,339114,140.3
15878,1996,339114,143.3
15879,1997,339114,148.4
15880,1998,339114,158.0
15881,1999,339114,169.3
15882,2000,339114,185.6
15883,2001,339114,189.2
15884,2002,339114,192.9
15885,2003,339114,201.3
15886,2004,339114,208.6
15887,2005,339114,219.4
15888,2006,339114,233.1
15889,2007,339114,242.7
15890,2008,339114,244.8
15891,2009,339114,258.0
15892,2010,339114,299.2
15893,2011,339114,305.4
15894,2012,339114,313.5
15895,2013,339114,324.5
15896,2014,339114,330.0
15897,2015,339114,338.7
15898,2016,339114,349.6
15899,2017,339114,368.7
15900,2018,339114,382.0
15901,2019,339114,425.4
15902,2020,339114,439.1
15903,2021,339114,413.915
15904,2022,339114,454.283
15905,1983,339115,100.0
15906,1984,339115,104.4
15907,1985,339115,105.7
15908,1986,339115,108.9
15909,1987,339115,111.3
15910,1988,339115,112.4
15911,1989,339115,116.8
15912,1990,339115,116.5
15913,1991,339115,118.7
15914,1992,339115,121.5
15915,1993,339115,124.7
15916,1994,339115,125.3
15917,1995,339115,126.2
15918,1996,339115,124.4
15919,1997,339115,123.9
15920,1998,339115,124.3
15921,1999,339115,123.1
15922,2000,339115,122.5
15923,2001,339115,123.8
15924,2002,339115,124.3
15925,2003,339115,125.0
15926,2004,339115,125.5
15927,2005,339115,128.6
15928,2006,339115,131.5
15929,2007,339115,132.4
15930,2008,339115,135.9
15931,2009,339115,136.1
15932,2010,339115,140.4
15933,2011,339115,143.9
15934,2012,339115,148.6
15935,2013,339115,149.5
15936,2014,339115,147.9
15937,2015,339115,149.2
15938,2016,339115,148.6
15939,2017,339115,153.1
15940,2018,339115,155.5
15941,2019,339115,157.2
15942,2020,339115,159.4
15943,2021,339115,163.617
15944,2022,339115,172.047
15945,1985,3399,100.0
15946,1986,3399,102.1
15947,1987,3399,105.4
15948,1988,3399,108.9
15949,1989,3399,113.1
15950,1990,3399,115.6
15951,1991,3399,118.2
15952,1992,3399,120.0
15953,1993,3399,122.1
15954,1994,3399,124.0
15955,1995,3399,126.5
15956,1996,3399,128.3
15957,1997,3399,129.1
15958,1998,3399,129.8
15959,1999,3399,130.5
15960,2000,3399,131.5
15961,2001,3399,132.7
15962,2002,3399,133.8
15963,2003,3399,134.0
15964,2004,3399,136.3
15965,2005,3399,139.4
15966,2006,3399,143.5
15967,2007,3399,147.9
15968,2008,3399,153.1
15969,2009,3399,154.1
15970,2010,3399,156.7
15971,2011,3399,162.9
15972,2012,3399,164.4
15973,2013,3399,165.7
15974,2014,3399,166.3
15975,2015,3399,167.4
15976,2016,3399,169.3
15977,2017,3399,171.0
15978,2018,3399,174.3
15979,2019,3399,181.5
15980,2020,3399,184.5
15981,2021,3399,193.413
15982,2022,3399,212.977
15983,1985,33991,100.0
15984,1986,33991,103.6
15985,1987,33991,111.8
15986,1988,33991,113.6
15987,1989,33991,117.4
15988,1990,33991,119.8
15989,1991,33991,121.6
15990,1992,33991,121.9
15991,1993,33991,124.4
15992,1994,33991,125.5
15993,1995,33991,126.5
15994,1996,33991,128.1
15995,1997,33991,127.6
15996,1998,33991,126.1
15997,1999,33991,126.8
15998,2000,33991,127.7
15999,2001,33991,128.6
16000,2002,33991,129.5
16001,2003,33991,133.0
16002,2004,33991,136.6
16003,2005,33991,141.8
16004,2006,33991,147.7
16005,2007,33991,155.4
16006,2008,33991,159.8
16007,2009,33991,171.1
16008,2010,33991,183.6
16009,2011,33991,212.1
16010,2012,33991,216.8
16011,2013,33991,210.8
16012,2014,33991,199.2
16013,2015,33991,198.3
16014,2016,33991,209.1
16015,2017,33991,209.7
16016,2018,33991,211.6
16017,2019,33991,216.5
16018,2020,33991,229.9
16019,2021,33991,235.256
16020,2022,33991,255.195
16021,2011,339910,100.0
16022,2012,339910,102.2
16023,2013,339910,99.4
16024,2014,339910,94.0
16025,2015,339910,93.5
16026,2016,339910,98.6
16027,2017,339910,98.9
16028,2018,339910,99.8
16029,2019,339910,102.1
16030,2020,339910,108.4
16031,2021,339910,110.949
16032,2022,339910,120.353
16033,2003,33992,100.0
16034,2004,33992,101.0
16035,2005,33992,102.1
16036,2006,33992,104.5
16037,2007,33992,108.1
16038,2008,33992,107.7
16039,2009,33992,108.5
16040,2010,33992,107.3
16041,2011,33992,108.3
16042,2012,33992,110.2
16043,2013,33992,112.9
16044,2014,33992,116.0
16045,2015,33992,118.6
16046,2016,33992,117.2
16047,2017,33992,116.5
16048,2018,33992,118.4
16049,2019,33992,124.4
16050,2020,33992,124.9
16051,2021,33992,129.733
16052,2022,33992,136.521
16053,1985,339920,100.0
16054,1986,339920,101.9
16055,1987,339920,104.7
16056,1988,339920,107.6
16057,1989,339920,112.1
16058,1990,339920,114.9
16059,1991,339920,117.8
16060,1992,339920,119.0
16061,1993,339920,121.2
16062,1994,339920,121.9
16063,1995,339920,124.6
16064,1996,339920,125.6
16065,1997,339920,127.5
16066,1998,339920,129.1
16067,1999,339920,128.3
16068,2000,339920,127.6
16069,2001,339920,127.3
16070,2002,339920,125.9
16071,2003,339920,122.4
16072,2004,339920,123.6
16073,2005,339920,125.0
