year,naics_code,PPI
1996,311812,198.4
1997,311812,200.7
1998,311812,160.9
1999,311812,161.1
2000,311812,163.1
2001,311812,174.0
2002,311812,177.6
2003,311812,178.4
2004,311812,180.0
2005,311812,181.1
2006,311812,184.8
2007,311812,189.0
2008,311812,200.2
2009,311812,205.9
2010,311812,207.1
2011,311812,231.4
2012,311812,232.7
2013,311812,230.6
2014,311812,233.9
2015,311812,237.6
2016,311812,239.1
2017,311812,242.4
2018,311812,252.0
2019,311812,254.0
2020,311812,260.7
2021,311812,271.1
2022,311812,409.778
2023,311812,411.945
2024,311812,410.839
1991,311813,100.8
1992,311813,104.1
1993,311813,105.8
1994,311813,106.5
1995,311813,108.7
1996,311813,111.3
1997,311813,110.6
1998,311813,108.2
1999,311813,109.3
2000,311813,109.3
2001,311813,106.4
2002,311813,107.4
2003,311813,108.8
2004,311813,118.2
2005,311813,120.3
2006,311813,125.2
2007,311813,138.1
2008,311813,167.1
2009,311813,244.4
2010,311813,238.7
2011,311813,249.6
2012,311813,259.7
2013,311813,265.1
2014,311813,271.6
2015,311813,276.4
2016,311813,275.6
2017,311813,273.9
2018,311813,277.4
2019,311813,169.0
2020,311813,173.3
2021,311813,167.496
2022,311813,186.95
2023,311813,195.176
2024,311813,212.012
2003,31182,100.0
2004,31182,100.9
2005,31182,101.7
2006,31182,104.0
2007,31182,111.2
2008,31182,123.2
2009,31182,124.6
2010,31182,125.4
2011,31182,132.8
2012,31182,133.9
2013,31182,134.0
2014,31182,134.7
2015,31182,134.7
2016,31182,133.7
2017,31182,133.9
2018,31182,135.8
2019,31182,136.6
2020,31182,136.8
2021,31182,145.059
2022,31182,166.983
2023,31182,167.096
2024,31182,165.019
1983,311821,102.8
1984,311821,108.0
1985,311821,114.3
1986,311821,117.9
1987,311821,123.6
1988,311821,127.7
1989,311821,138.0
1990,311821,143.4
1991,311821,150.0
1992,311821,151.1
1993,311821,152.7
1994,311821,155.0
1995,311821,158.8
1996,311821,165.2
1997,311821,169.3
1998,311821,140.3
1999,311821,140.3
2000,311821,143.4
2001,311821,147.9
2002,311821,153.7
2003,311821,162.2
2004,311821,166.3
2005,311821,167.0
2006,311821,170.6
2007,311821,174.9
2008,311821,191.3
2009,311821,209.1
2010,311821,209.3
2011,311821,218.1
2012,311821,220.5
2013,311821,231.3
2014,311821,231.3
2015,311821,231.9
2016,311821,231.2
2017,311821,229.0
2018,311821,234.8
2019,311821,236.8
2020,311821,236.8
2021,311821,246.915
2022,311821,267.456
2023,311821,278.731
2024,311821,260.6
1967,311824,40.1
1968,311824,41.1
1969,311824,41.5
1970,311824,42.8
1971,311824,44.8
1972,311824,45.2
1973,311824,50.6
1974,311824,71.5
1975,311824,67.0
1976,311824,66.2
1977,311824,70.9
1978,311824,77.5
1979,311824,83.4
1980,311824,92.6
1981,311824,96.1
1982,311824,97.7
1985,311824,100.3
1986,311824,103.3
1987,311824,102.1
1988,311824,103.9
1989,311824,109.5
1990,311824,115.0
1991,311824,109.1
1992,311824,111.2
1993,311824,113.6
1994,311824,115.3
1995,311824,116.4
1996,311824,122.1
1997,311824,121.8
1998,311824,136.5
1999,311824,136.7
2000,311824,136.4
2001,311824,136.9
2002,311824,138.0
2003,311824,139.1
2004,311824,139.1
2005,311824,140.8
2006,311824,144.3
2007,311824,166.2
2008,311824,229.3
2009,311824,231.7
2010,311824,234.8
2011,311824,241.8
2012,311824,243.9
2013,311824,237.9
2014,311824,244.0
2015,311824,245.5
2016,311824,246.0
2017,311824,245.6
2018,311824,244.7
2019,311824,247.7
2020,311824,251.8
2021,311824,281.454
2022,311824,330.843
2023,311824,329.295
2024,311824,327.912
2003,31183,100.0
2004,31183,100.4
2005,31183,101.1
2006,31183,107.2
2007,31183,127.5
2008,31183,126.7
2009,31183,125.5
2010,31183,125.7
2011,31183,131.4
2012,31183,133.0
2013,31183,133.8
2014,31183,135.8
2015,31183,136.2
2016,31183,136.0
2017,31183,139.9
2018,31183,140.5
2019,31183,141.3
2020,31183,141.7
2021,31183,147.128
2022,31183,169.088
2023,31183,179.578
2024,31183,186.397
1998,311830,114.2
1999,311830,113.9
2000,311830,112.4
2001,311830,112.1
2002,311830,117.1
2003,311830,100.0
2004,311830,123.3
2005,311830,125.4
2006,311830,130.1
2007,311830,156.9
2008,311830,155.7
2009,311830,154.0
2010,311830,121.9
2011,311830,141.3
2012,311830,145.6
2013,311830,145.2
2014,311830,155.1
2015,311830,154.9
2016,311830,147.9
2017,311830,154.3
2018,311830,156.5
2019,311830,158.1
2020,311830,160.2
2021,311830,167.208
2022,311830,175.143
2023,311830,182.264
2024,311830,179.538
2003,3119,100.0
2004,3119,103.1
2005,3119,106.1
2006,3119,107.6
2007,3119,113.5
2008,3119,122.6
2009,3119,123.7
2010,3119,126.0
2011,3119,134.6
2012,3119,137.2
2013,3119,138.3
2014,3119,141.8
2015,3119,142.2
2016,3119,137.0
2017,3119,144.9
2018,3119,148.1
2019,3119,145.8
2020,3119,147.0
2021,3119,154.36
2022,3119,184.952
2023,3119,177.748
2024,3119,190.351
2003,31191,100.0
2004,31191,105.2
2005,31191,108.9
2006,31191,108.0
2007,31191,111.3
2008,31191,125.7
2009,31191,130.4
2010,31191,133.3
2011,31191,143.1
2012,31191,146.9
2013,31191,147.6
2014,31191,148.8
2015,31191,144.7
2016,31191,142.9
2017,31191,145.9
2018,31191,149.7
2019,31191,151.6
2020,31191,148.6
2021,31191,156.983
2022,31191,175.777
2023,31191,186.384
2024,31191,199.464
1998,311911,92.8
1999,311911,95.3
2000,311911,96.3
2001,311911,94.7
2002,311911,95.3
2003,311911,104.0
2004,311911,91.3
2005,311911,99.3
2006,311911,100.3
2007,311911,99.7
2008,311911,101.1
2009,311911,101.9
2010,311911,102.6
2011,311911,126.9
2012,311911,126.3
2013,311911,126.3
2014,311911,149.0
2015,311911,154.8
2016,311911,153.4
2017,311911,131.9
2018,311911,132.4
2019,311911,133.3
2020,311911,135.7
2021,311911,135.923
2022,311911,157.78
2023,311911,165.692
2024,311911,168.647
1991,311919,99.7
1992,311919,99.4
1993,311919,102.2
1994,311919,104.3
1995,311919,104.6
1996,311919,109.0
1997,311919,109.1
1998,311919,107.9
1999,311919,108.8
2000,311919,109.3
2001,311919,111.6
2002,311919,109.6
2003,311919,111.2
2004,311919,119.6
2005,311919,118.1
2006,311919,121.2
2007,311919,159.2
2008,311919,187.5
2009,311919,195.2
2010,311919,195.3
2011,311919,205.0
2012,311919,208.3
2013,311919,210.0
2014,311919,212.7
2015,311919,201.2
2016,311919,198.2
2017,311919,203.0
2018,311919,210.4
2019,311919,213.5
2020,311919,215.5
2021,311919,230.201
2022,311919,266.94
2023,311919,294.47
2024,311919,302.176
2003,31192,100.0
2004,31192,108.0
2005,31192,115.8
2006,31192,119.4
2007,31192,127.9
2008,31192,134.7
2009,31192,137.9
2010,31192,151.4
2011,31192,166.0
2012,31192,150.3
2013,31192,143.2
2014,31192,151.9
2015,31192,149.5
2016,31192,143.2
2017,31192,145.1
2018,31192,144.7
2019,31192,144.6
2020,31192,145.1
2021,31192,149.52
2022,31192,176.324
2023,31192,188.268
2024,31192,210.573
1972,311920,41.9
1973,311920,45.4
1974,311920,51.8
1975,311920,60.7
1976,311920,99.5
1977,311920,126.9
1978,311920,98.8
1979,311920,120.5
1980,311920,104.2
1981,311920,100.8
1982,311920,104.4
1983,311920,106.2
1984,311920,112.5
1985,311920,116.2
1986,311920,136.5
1987,311920,112.8
1988,311920,119.4
1989,311920,115.7
1990,311920,118.4
1991,311920,112.7
1992,311920,106.5
1993,311920,110.9
1994,311920,156.4
1995,311920,147.3
1996,311920,137.5
1997,311920,160.4
1998,311920,140.8
1999,311920,139.5
2000,311920,129.8
2001,311920,125.4
2002,311920,125.1
2003,311920,131.5
2004,311920,142.8
2005,311920,154.0
2006,311920,158.7
2007,311920,169.8
2008,311920,178.7
2009,311920,183.2
2010,311920,202.1
2011,311920,222.4
2012,311920,199.5
2013,311920,188.8
2014,311920,201.2
2015,311920,197.7
2016,311920,188.8
2017,311920,190.6
2018,311920,189.8
2019,311920,189.6
2020,311920,190.9
2021,311920,196.602
2022,311920,232.618
2023,311920,248.454
2024,311920,278.031
2003,31193,100.0
2004,31193,101.2
2005,31193,104.4
2006,31193,106.9
2007,31193,110.7
2008,31193,115.0
2009,31193,114.9
2010,31193,115.8
2011,31193,118.0
2012,31193,118.3
2013,31193,119.5
2014,31193,119.7
2015,31193,121.3
2016,31193,122.5
2017,31193,124.8
2018,31193,127.4
2019,31193,135.0
2020,31193,138.3
2021,31193,142.583
2022,31193,156.5
2023,31193,161.459
2024,31193,164.659
1985,311930,100.0
1986,311930,101.3
1987,311930,104.4
1988,311930,110.8
1989,311930,113.9
1990,311930,117.7
1991,311930,120.3
1992,311930,122.3
1993,311930,123.4
1994,311930,123.5
1995,311930,126.8
1996,311930,128.3
1997,311930,132.1
1998,311930,135.8
1999,311930,138.9
2000,311930,143.1
2001,311930,146.8
2002,311930,148.1
2003,311930,154.0
2004,311930,155.9
2005,311930,161.1
2006,311930,165.1
2007,311930,100.0
2008,311930,125.1
2009,311930,125.3
2010,311930,119.1
2011,311930,119.1
2012,311930,119.6
2013,311930,137.0
2014,311930,123.3
2015,311930,131.9
2016,311930,133.2
2017,311930,134.1
2018,311930,139.0
2019,311930,144.7
2020,311930,150.0
2021,311930,154.313
2022,311930,160.564
2023,311930,169.494
2024,311930,177.627
2003,31194,100.0
2004,31194,101.1
2005,31194,101.2
2006,31194,103.4
2007,31194,110.1
2008,31194,120.0
2009,31194,121.9
2010,31194,121.0
2011,31194,127.1
2012,31194,131.5
2013,31194,135.6
2014,31194,135.4
2015,31194,139.0
2016,31194,147.1
2017,31194,156.5
2018,31194,160.4
2019,31194,162.2
2020,31194,163.2
2021,31194,171.643
2022,31194,186.835
2023,31194,195.419
2024,31194,196.861
1998,311941,149.1
1999,311941,148.3
2000,311941,140.3
2001,311941,139.8
2002,311941,141.2
2003,311941,142.7
2004,311941,146.4
2005,311941,151.5
2006,311941,154.5
2007,311941,176.3
2008,311941,175.2
2009,311941,193.5
2010,311941,188.9
2011,311941,190.1
2012,311941,195.2
2013,311941,200.9
2014,311941,201.4
2015,311941,202.4
2016,311941,202.0
2017,311941,204.2
2018,311941,206.2
2019,311941,214.7
2020,311941,214.8
2021,311941,219.534
2022,311941,269.669
2023,311941,285.228
2024,311941,282.43
1998,311942,106.1
1999,311942,108.8
2000,311942,109.7
2001,311942,112.9
2002,311942,116.1
2003,311942,100.0
2004,311942,100.2
2005,311942,96.5
2006,311942,106.1
2007,311942,106.3
2008,311942,112.1
2009,311942,115.6
2010,311942,116.8
2011,311942,119.7
2012,311942,121.8
2013,311942,123.8
2014,311942,123.1
2015,311942,124.0
2016,311942,136.2
2017,311942,132.6
2018,311942,133.5
2019,311942,130.4
2020,311942,125.9
2021,311942,186.94
2022,311942,193.797
2023,311942,162.429
2024,311942,145.657
2003,31199,100.0
2004,31199,100.3
2005,31199,102.3
2006,31199,104.4
2007,31199,112.4
2008,31199,118.3
2009,31199,114.7
2010,31199,115.2
2011,31199,124.8
2012,31199,132.4
2013,31199,134.6
2014,31199,143.3
2015,31199,147.4
2016,31199,125.0
2017,31199,142.9
2018,31199,146.5
2019,31199,129.8
2020,31199,136.1
2021,31199,143.933
2022,31199,212.799
2023,31199,161.191
2024,31199,179.917
1998,311991,139.5
1999,311991,140.2
2000,311991,141.2
2001,311991,143.3
2002,311991,145.9
2003,311991,100.0
2004,311991,99.9
2005,311991,101.8
2006,311991,104.4
2007,311991,162.1
2008,311991,111.3
2009,311991,109.2
2010,311991,110.3
2011,311991,108.4
2012,311991,107.4
2013,311991,108.7
2014,311991,124.6
2015,311991,124.4
2016,311991,129.4
2017,311991,129.4
2018,311991,228.9
2019,311991,194.1
2020,311991,199.6
2021,311991,195.102
2022,311991,242.872
2023,311991,210.396
2024,311991,221.324
1998,311999,138.7
1999,311999,139.6
2000,311999,139.1
2001,311999,139.0
2002,311999,145.4
2003,311999,100.0
2004,311999,103.0
2005,311999,103.1
2006,311999,103.0
2007,311999,104.2
2008,311999,114.9
2009,311999,113.9
2010,311999,113.3
2011,311999,117.4
2012,311999,124.9
2013,311999,126.7
2014,311999,124.4
2015,311999,127.6
2016,311999,129.3
2017,311999,130.3
2018,311999,130.7
2019,311999,114.0
2020,311999,120.5
2021,311999,139.704
2022,311999,251.748
2023,311999,161.717
2024,311999,195.058
2003,312,100.0
2004,312,101.5
2005,312,105.5
2006,312,106.9
2007,312,111.2
2008,312,116.3
2009,312,121.3
2010,312,125.7
2011,312,130.1
2012,312,134.3
2013,312,136.8
2014,312,139.0
2015,312,142.7
2016,312,147.0
2017,312,150.3
2018,312,154.5
2019,312,159.3
2020,312,163.0
2021,312,172.804
2022,312,189.942
2023,312,201.136
2024,312,213.35
1984,3121,100.0
1985,3121,101.3
1986,3121,103.0
1987,3121,104.5
1988,3121,106.5
1989,3121,109.6
1990,3121,112.7
1991,3121,116.0
1992,3121,117.7
1993,3121,118.3
1994,3121,119.2
1995,3121,124.2
1996,3121,126.2
1997,3121,125.7
1998,3121,127.9
1999,3121,130.8
2000,3121,135.7
2001,3121,139.4
2002,3121,141.6
2003,3121,144.0
2004,3121,146.7
2005,3121,151.8
2006,3121,154.4
2007,3121,156.9
2008,3121,165.5
2009,3121,169.4
2010,3121,171.7
2011,3121,176.2
2012,3121,180.7
2013,3121,181.9
2014,3121,182.4
2015,3121,185.4
2016,3121,189.2
2017,3121,190.5
2018,3121,193.1
2019,3121,196.6
2020,3121,196.9
2021,3121,205.865
2022,3121,226.674
2023,3121,233.895
2024,3121,240.516
2003,31211,100.0
2004,31211,103.0
2005,31211,105.5
2006,31211,107.9
2007,31211,110.6
2008,31211,117.8
2009,31211,119.3
2010,31211,119.8
2011,31211,122.6
2012,31211,125.8
2013,31211,125.6
2014,31211,125.9
2015,31211,128.7
2016,31211,132.6
2017,31211,132.9
2018,31211,135.7
2019,31211,139.8
2020,31211,143.2
2021,31211,154.202
2022,31211,173.731
2023,31211,181.911
2024,31211,191.985
1981,312111,102.7
1982,312111,105.1
1983,312111,108.6
1984,312111,112.9
1985,312111,112.4
1986,312111,115.1
1987,312111,118.1
1988,312111,120.2
1989,312111,124.1
1990,312111,128.8
1991,312111,129.3
1992,312111,131.0
1993,312111,132.0
1994,312111,135.1
1995,312111,140.6
1996,312111,140.8
1997,312111,139.6
1998,312111,176.5
1999,312111,180.1
2000,312111,183.5
2001,312111,157.4
2002,312111,161.0
2003,312111,186.1
2004,312111,198.2
2005,312111,198.8
2006,312111,206.8
2007,312111,217.2
2008,312111,229.0
2009,312111,237.6
2010,312111,236.1
2011,312111,239.6
2012,312111,243.9
2013,312111,240.2
2014,312111,246.8
2015,312111,253.7
2016,312111,262.0
2017,312111,250.4
2018,312111,253.5
2019,312111,260.0
2020,312111,263.2
2021,312111,281.156
2022,312111,311.462
2023,312111,326.808
2024,312111,344.524
2000,312112,100.0
2001,312112,101.7
2002,312112,97.6
2003,312112,100.0
2004,312112,101.4
2005,312112,103.5
2006,312112,101.2
2007,312112,98.8
2008,312112,98.3
2009,312112,93.8
2010,312112,87.8
2011,312112,92.6
2012,312112,93.0
2013,312112,93.2
2014,312112,91.5
2015,312112,87.6
2016,312112,86.4
2017,312112,81.2
2018,312112,81.6
2019,312112,98.7
2020,312112,98.4
2021,312112,109.763
2022,312112,137.692
2023,312112,114.351
2024,312112,112.002
1985,312113,100.0
1986,312113,100.7
1987,312113,103.3
1988,312113,106.1
1989,312113,116.3
1990,312113,119.2
1991,312113,122.1
1992,312113,122.4
1993,312113,126.9
1994,312113,127.6
1995,312113,128.5
1996,312113,130.0
1997,312113,128.7
1998,312113,125.3
1999,312113,125.5
2000,312113,128.9
2001,312113,132.3
2002,312113,141.6
2003,312113,149.3
2004,312113,157.7
2005,312113,162.4
2006,312113,168.1
2007,312113,172.0
2008,312113,180.0
2009,312113,100.0
2010,312113,100.0
2011,312113,193.3
2012,312113,196.0
2013,312113,193.7
2014,312113,199.7
2015,312113,204.0
2016,312113,203.2
2017,312113,205.2
2018,312113,208.4
2019,312113,217.0
2020,312113,217.2
2021,312113,241.654
2022,312113,288.852
2023,312113,292.871
2024,312113,306.157
2003,31212,100.0
2004,31212,100.1
2005,31212,106.1
2006,31212,105.7
2007,31212,104.9
2008,31212,110.7
2009,31212,116.7
2010,31212,121.5
2011,31212,126.2
2012,31212,130.0
2013,31212,132.6
2014,31212,133.7
2015,31212,135.8
2016,31212,136.8
2017,31212,138.4
2018,31212,140.0
2019,31212,140.9
2020,31212,142.1
2021,31212,142.926
2022,31212,152.108
2023,31212,155.189
2024,31212,157.076
1982,312120,99.9
1983,312120,104.9
1984,312120,107.5
1985,312120,111.8
1986,312120,113.0
1987,312120,111.2
1988,312120,112.8
1989,312120,113.5
1990,312120,114.2
1991,312120,120.7
1992,312120,121.9
1993,312120,122.0
1994,312120,119.3
1995,312120,126.3
1996,312120,128.5
1997,312120,126.6
1998,312120,130.2
1999,312120,132.2
2000,312120,137.9
2001,312120,142.5
2002,312120,144.2
2003,312120,100.0
2004,312120,150.2
2005,312120,159.3
2006,312120,158.7
2007,312120,157.4
2008,312120,166.1
2009,312120,175.0
2010,312120,182.3
2011,312120,119.3
2012,312120,119.7
2013,312120,117.7
2014,312120,119.7
2015,312120,127.3
2016,312120,132.6
2017,312120,137.0
2018,312120,138.6
2019,312120,140.5
2020,312120,212.3
2021,312120,213.502
2022,312120,226.736
2023,312120,230.538
2024,312120,233.744
2003,31213,100.0
2004,31213,102.5
2005,31213,105.1
2006,31213,111.3
2007,31213,113.9
2008,31213,114.8
2009,31213,116.5
2010,31213,116.4
2011,31213,116.7
2012,31213,119.6
2013,31213,121.1
2014,31213,120.3
2015,31213,120.7
2016,31213,122.7
2017,31213,124.0
2018,31213,124.0
2019,31213,125.3
2020,31213,128.5
2021,31213,131.949
2022,31213,143.484
2023,31213,147.783
2024,31213,147.396
1983,312130,100.0
1984,312130,99.3
1985,312130,99.9
1986,312130,100.3
1987,312130,104.7
1988,312130,104.6
1989,312130,111.0
1990,312130,114.0
1991,312130,117.5
1992,312130,120.3
1993,312130,119.7
1994,312130,120.3
1995,312130,121.8
1996,312130,134.8
1997,312130,137.4
1998,312130,140.0
1999,312130,143.0
2000,312130,142.8
2001,312130,143.7
2002,312130,145.9
2003,312130,141.8
2004,312130,145.8
2005,312130,149.3
2006,312130,158.2
2007,312130,161.9
2008,312130,163.3
2009,312130,166.0
2010,312130,165.7
2011,312130,166.4
2012,312130,168.4
2013,312130,171.1
2014,312130,170.4
2015,312130,171.2
2016,312130,174.7
2017,312130,176.6
2018,312130,176.2
2019,312130,177.5
2020,312130,182.8
2021,312130,187.912
2022,312130,205.179
2023,312130,210.666
2024,312130,210.096
2003,31214,100.0
2004,31214,100.0
2005,31214,100.7
2006,31214,102.3
2007,31214,106.6
2008,31214,113.9
2009,31214,113.2
2010,31214,113.1
2011,31214,116.8
2012,31214,117.8
2013,31214,118.6
2014,31214,119.0
2015,31214,119.4
2016,31214,119.9
2017,31214,121.7
2018,31214,121.9
2019,31214,122.4
2020,31214,99.3
2021,31214,102.492
2022,31214,111.594
2023,31214,110.35
2024,31214,109.404
1975,312140,69.6
1976,312140,69.7
1977,312140,71.4
1978,312140,75.7
1979,312140,82.2
1980,312140,89.9
1981,312140,95.9
1982,312140,98.3
1983,312140,99.2
1984,312140,99.8
1985,312140,103.8
1986,312140,104.5
1987,312140,107.4
1988,312140,108.9
1989,312140,116.7
1990,312140,123.2
1991,312140,132.1
1992,312140,136.7
1993,312140,138.6
1994,312140,142.2
1995,312140,145.4
1996,312140,150.0
1997,312140,152.5
1998,312140,100.0
1999,312140,100.0
2000,312140,100.0
2001,312140,100.4
2002,312140,100.4
2003,312140,100.4
2004,312140,100.4
2005,312140,161.1
2006,312140,103.3
2007,312140,106.7
2008,312140,183.0
2009,312140,181.7
2010,312140,181.5
2011,312140,187.7
2012,312140,113.6
2013,312140,191.4
2014,312140,191.6
2015,312140,192.2
2016,312140,192.9
2017,312140,195.9
2018,312140,196.3
2019,312140,197.4
2020,312140,158.5
2021,312140,163.868
2022,312140,178.689
2023,312140,176.579
2024,312140,90.136
1984,3122,100.0
1985,3122,108.6
1986,3122,118.1
1987,3122,133.9
1988,3122,153.1
1989,3122,173.8
1990,3122,194.8
1991,3122,222.7
1992,3122,239.3
1993,3122,187.4
1994,3122,187.9
1995,3122,195.0
1996,3122,201.2
1997,3122,219.3
1998,3122,316.0
1999,3122,345.0
2000,3122,351.9
2001,3122,398.2
2002,3122,380.3
2003,3122,379.6
2004,3122,383.2
2005,3122,401.5
2006,3122,404.2
2007,3122,438.7
2008,3122,452.2
2009,3122,486.9
2010,3122,522.8
2011,3122,548.2
2012,3122,573.1
2013,3122,596.9
2014,3122,621.3
2015,3122,648.6
2016,3122,679.4
2017,3122,713.4
2018,3122,755.1
2019,3122,799.0
2020,3122,849.5
2021,3122,923.206
2022,3122,1011.726
2023,3122,1120.595
2024,3122,1248.785
1965,31223,22.9
1966,31223,23.9
1967,31223,25.0
1968,31223,25.4
1969,31223,27.1
1970,31223,28.8
1971,31223,28.8
1972,31223,29.0
1973,31223,30.3
1974,31223,36.9
1975,31223,40.0
1976,31223,43.5
1977,31223,48.2
1978,31223,51.7
1979,31223,57.5
1980,31223,64.7
1981,31223,70.8
1982,31223,100.0
1983,31223,96.7
1984,31223,103.3
1985,31223,113.0
1986,31223,123.8
1987,31223,142.1
1988,31223,163.7
1989,31223,187.2
1990,31223,210.7
1991,31223,242.3
1992,31223,260.2
1993,31223,199.0
1994,31223,198.7
1995,31223,206.0
1996,31223,212.6
1997,31223,233.2
1998,31223,345.9
1999,31223,378.7
2000,31223,385.7
2001,31223,439.5
2002,31223,415.7
2003,31223,412.5
2004,31223,416.5
2005,31223,436.8
2006,31223,440.6
2007,31223,478.6
2008,31223,493.3
2009,31223,531.8
2010,31223,571.9
2011,31223,600.1
2012,31223,627.4
2013,31223,653.5
2014,31223,680.3
2015,31223,710.1
2016,31223,743.8
2017,31223,781.1
2018,31223,826.7
2019,31223,874.8
2020,31223,930.1
2021,31223,1010.759
2022,31223,1107.674
2023,31223,1226.868
2024,31223,1367.216
1998,312230,300.6
1999,312230,322.0
2000,312230,336.1
2001,312230,352.7
2002,312230,372.9
2003,312230,401.5
2004,312230,397.2
2005,312230,423.6
2006,312230,432.5
2007,312230,445.3
2008,312230,466.7
2009,312230,462.2
2010,312230,481.4
2011,312230,100.0
2012,312230,104.8
2013,312230,109.7
2014,312230,114.6
2015,312230,120.1
2016,312230,126.0
2017,312230,132.8
2018,312230,140.7
2019,312230,149.0
2020,312230,158.6
2021,312230,172.559
2022,312230,189.473
2023,312230,209.89
2024,312230,233.966
2003,313,100.0
2004,313,101.5
2005,313,105.1
2006,313,106.8
2007,313,109.3
2008,313,113.5
2009,313,112.4
2010,313,120.0
2011,313,130.0
2012,313,127.3
2013,313,129.3
2014,313,129.7
2015,313,128.4
2016,313,127.4
2017,313,128.5
2018,313,134.6
2019,313,134.3
2020,313,135.7
2021,313,158.327
2022,313,172.74
2023,313,169.093
2024,313,167.416
1984,3131,100.0
1985,3131,99.0
1986,3131,100.5
1987,3131,104.3
1988,3131,105.0
1989,3131,107.8
1990,3131,109.7
1991,3131,111.0
1992,3131,109.0
1993,3131,106.2
1994,3131,109.2
1995,3131,113.1
1996,3131,114.2
1997,3131,115.1
1998,3131,110.1
1999,3131,105.6
2000,3131,105.1
2001,3131,99.8
2002,3131,99.8
2003,3131,102.3
2004,3131,106.3
2005,3131,109.4
2006,3131,112.0
2007,3131,115.9
2008,3131,119.6
2009,3131,119.2
2010,3131,137.1
2011,3131,143.7
2012,3131,137.1
2013,3131,136.4
2014,3131,135.5
2015,3131,131.0
2016,3131,129.7
2017,3131,133.0
2018,3131,140.0
2019,3131,135.8
2020,3131,133.2
2021,3131,170.434
2022,3131,181.057
2023,3131,168.156
2024,3131,163.338
1984,31311,100.0
1985,31311,99.0
1986,31311,100.5
1987,31311,104.3
1988,31311,105.0
1989,31311,107.8
1990,31311,109.7
1991,31311,111.0
1992,31311,109.0
1993,31311,106.2
1994,31311,109.2
1995,31311,113.1
1996,31311,114.2
1997,31311,115.1
1998,31311,110.1
1999,31311,105.6
2000,31311,105.1
2001,31311,99.8
2002,31311,99.8
2003,31311,102.3
2004,31311,106.3
2005,31311,109.4
2006,31311,112.0
2007,31311,115.9
2008,31311,119.6
2009,31311,119.2
2010,31311,137.1
2011,31311,143.7
2012,31311,137.1
2013,31311,136.4
2014,31311,135.5
2015,31311,131.0
2016,31311,129.7
2017,31311,133.0
2018,31311,140.0
2019,31311,135.8
2020,31311,133.2
2021,31311,170.434
2022,31311,181.057
2023,31311,168.156
2024,31311,163.338
1998,313110,147.4
1999,313110,149.7
2000,313110,149.5
2001,313110,148.3
2002,313110,147.5
2003,313110,151.4
2004,313110,156.0
2005,313110,168.0
2006,313110,175.2
2007,313110,175.2
2008,313110,184.1
2009,313110,188.1
2010,313110,192.6
2011,313110,100.0
2012,313110,95.2
2013,313110,94.6
2014,313110,93.9
2015,313110,90.7
2016,313110,89.8
2017,313110,92.2
2018,313110,97.0
2019,313110,94.0
2020,313110,92.1
2021,313110,118.338
2022,313110,125.982
2023,313110,117.005
2024,313110,113.653
2003,3132,100.0
2004,3132,101.2
2005,3132,104.8
2006,3132,105.3
2007,3132,106.9
2008,3132,110.7
2009,3132,108.8
2010,3132,115.5
2011,3132,127.2
2012,3132,124.9
2013,3132,128.2
2014,3132,128.9
2015,3132,128.8
2016,3132,126.1
2017,3132,126.4
2018,3132,132.8
2019,3132,132.7
2020,3132,132.3
2021,3132,148.159
2022,3132,162.5
2023,3132,162.356
2024,3132,161.285
2003,31321,100.0
2004,31321,100.9
2005,31321,105.4
2006,31321,106.0
2007,31321,109.6
2008,31321,110.7
2009,31321,107.1
2010,31321,118.5
2011,31321,134.5
2012,31321,131.0
2013,31321,133.2
2014,31321,133.2
2015,31321,132.0
2016,31321,130.9
2017,31321,131.0
2018,31321,134.6
2019,31321,134.5
2020,31321,133.8
2021,31321,145.526
2022,31321,158.433
2023,31321,162.903
2024,31321,164.5
1998,313210,133.5
1999,313210,135.5
2000,313210,135.0
2001,313210,136.0
2002,313210,129.3
2003,313210,100.0
2004,313210,102.9
2005,313210,124.6
2006,313210,100.0
2007,313210,100.8
2008,313210,106.3
2009,313210,105.8
2010,313210,118.9
2011,313210,143.6
2012,313210,142.3
2013,313210,143.3
2014,313210,143.6
2015,313210,141.6
2016,313210,140.9
2017,313210,142.3
2018,313210,142.4
2019,313210,144.0
2020,313210,142.9
2021,313210,158.525
2022,313210,146.008
2023,313210,139.154
2024,313210,148.304
1984,31322,100.2
1985,31322,100.4
1986,31322,101.2
1987,31322,102.2
1988,31322,104.6
1989,31322,110.0
1990,31322,112.5
1991,31322,113.6
1992,31322,114.9
1993,31322,115.5
1994,31322,117.8
1995,31322,120.4
1996,31322,121.3
1997,31322,123.2
1998,31322,124.2
1999,31322,124.2
2000,31322,126.2
2001,31322,125.8
2002,31322,126.0
2003,31322,124.8
2004,31322,127.4
2005,31322,130.2
2006,31322,131.6
2007,31322,132.7
2008,31322,136.9
2009,31322,137.3
2010,31322,139.0
2011,31322,148.6
2012,31322,150.1
2013,31322,152.9
2014,31322,165.3
2015,31322,168.6
2016,31322,172.9
2017,31322,180.0
2018,31322,183.2
2019,31322,185.7
2020,31322,186.3
2021,31322,213.407
2022,31322,241.819
2023,31322,247.967
2024,31322,251.318
1984,313220,100.2
1985,313220,100.4
1986,313220,101.2
1987,313220,102.2
1988,313220,104.6
1989,313220,110.0
1990,313220,112.5
1991,313220,113.6
1992,313220,114.9
1993,313220,115.5
