year,naics_code,PPI
2015,212390,265.2
2016,212390,273.5
2017,212390,279.4
2018,212390,288.5
2019,212390,300.1
2020,212390,314.8
2021,212390,323.478
2022,212390,100.0
2023,212390,92.382
2024,212390,90.562
1984,212391,100.0
1985,212391,98.9
1986,212391,96.0
1987,212391,103.0
1988,212391,112.4
1989,212391,113.9
1990,212391,118.0
1991,212391,117.8
1992,212391,118.7
1993,212391,114.8
1994,212391,111.5
1995,212391,115.0
1996,212391,120.6
1997,212391,118.5
1998,212391,117.4
1999,212391,112.5
2000,212391,110.7
2001,212391,108.3
2002,212391,107.4
2003,212391,106.5
2004,212391,118.5
2005,212391,138.2
2006,212391,153.7
2007,212391,218.6
2008,212391,429.3
2009,212391,289.1
2010,212391,286.6
2011,212391,339.5
2012,212391,347.2
2013,212391,309.8
2014,212391,328.3
2015,212391,332.3
2016,212391,292.4
2017,212391,283.2
2018,212391,293.6
2019,212391,295.9
2020,212391,280.1
2021,212391,308.62
2022,212391,377.825
1989,212393,100.0
1990,212393,108.4
1991,212393,95.8
1992,212393,93.1
1993,212393,90.3
1994,212393,95.8
1995,212393,94.6
1996,212393,91.1
1997,212393,94.7
1998,212393,93.1
1999,212393,90.7
2000,212393,94.0
2001,212393,88.5
2002,212393,92.5
2003,212393,92.5
2004,212393,97.6
2005,212393,100.7
2006,212393,114.1
2007,212393,121.2
2008,212393,137.7
2009,212393,138.4
2010,212393,141.9
2011,212393,151.4
2012,212393,164.0
2013,212393,160.1
2014,212393,175.5
2015,212393,194.6
2016,212393,195.2
2017,212393,191.4
2018,212393,210.6
2019,212393,208.6
2020,212393,206.2
2021,212393,208.506
2022,212393,208.881
1985,212399,99.5
1986,212399,101.7
1987,212399,104.4
1988,212399,107.0
1989,212399,110.1
1990,212399,111.4
1991,212399,115.6
1992,212399,119.4
1993,212399,122.6
1994,212399,123.7
1995,212399,127.6
1996,212399,131.4
1997,212399,134.8
1998,212399,137.4
1999,212399,138.1
2000,212399,139.5
2001,212399,143.9
2002,212399,143.5
2003,212399,147.9
2004,212399,153.7
2005,212399,160.2
2006,212399,175.5
2007,212399,181.3
2008,212399,195.9
2009,212399,203.1
2010,212399,211.7
2011,212399,228.4
2012,212399,235.3
2013,212399,244.8
2014,212399,254.3
2015,212399,261.4
2016,212399,269.6
2017,212399,275.3
2018,212399,284.4
2019,212399,295.7
2020,212399,310.1
2021,212399,318.651
2022,212399,348.784
2003,213,64.8
2004,213,74.5
2005,213,101.7
2006,213,113.6
2007,213,106.9
2008,213,114.7
2009,213,99.1
2010,213,105.4
2011,213,114.2
2012,213,116.5
2013,213,122.9
2014,213,121.6
2015,213,109.8
2016,213,105.6
2017,213,109.3
2018,213,111.8
2019,213,109.7
2020,213,101.7
2021,213,110.748
2022,213,123.24
2023,213,126.954
2024,213,128.115
2003,2131,64.8
2004,2131,74.5
2005,2131,101.7
2006,2131,113.6
2007,2131,106.9
2008,2131,114.7
2009,2131,99.1
2010,2131,105.4
2011,2131,114.2
2012,2131,116.5
2013,2131,122.9
2014,2131,121.6
2015,2131,109.8
2016,2131,105.6
2017,2131,109.3
2018,2131,111.8
2019,2131,109.7
2020,2131,101.7
2021,2131,110.748
2022,2131,123.24
2023,2131,126.954
2024,2131,128.115
2003,21311,63.3
2005,21311,101.7
2006,21311,113.6
2007,21311,106.9
2008,21311,114.7
2009,21311,99.1
2010,21311,105.4
2011,21311,114.2
2012,21311,116.5
2013,21311,122.9
2014,21311,121.6
2015,21311,109.8
2016,21311,105.6
2017,21311,109.3
2018,21311,111.8
2019,21311,109.7
2020,21311,101.7
2021,21311,110.748
2022,21311,123.24
2023,21311,126.954
2024,21311,128.115
1985,213111,100.0
1986,213111,85.5
1987,213111,86.8
1988,213111,87.4
1989,213111,88.6
1990,213111,94.0
1991,213111,92.1
1992,213111,93.3
1993,213111,104.2
1994,213111,104.9
1995,213111,107.3
1996,213111,124.9
1997,213111,156.1
1998,213111,145.8
1999,213111,127.9
2000,213111,156.6
2001,213111,164.6
2002,213111,151.7
2003,213111,153.4
2004,213111,203.6
2005,213111,343.7
2006,213111,385.6
2007,213111,338.0
2008,213111,380.6
2009,213111,312.5
2010,213111,340.4
2011,213111,375.5
2012,213111,397.9
2013,213111,450.1
2014,213111,437.9
2015,213111,335.1
2016,213111,299.8
2017,213111,330.6
2018,213111,339.4
2019,213111,329.3
2020,213111,306.8
2021,213111,337.515
2022,213111,400.755
2023,213111,401.243
2024,213111,399.954
1985,213112,100.0
1986,213112,90.7
1987,213112,96.5
1988,213112,95.7
1989,213112,99.4
1990,213112,107.1
1991,213112,106.5
1992,213112,102.9
1993,213112,105.9
1994,213112,106.1
1995,213112,118.3
1996,213112,110.9
1997,213112,113.7
1998,213112,111.9
1999,213112,116.4
2000,213112,127.5
2001,213112,147.9
2002,213112,136.8
2003,213112,138.9
2004,213112,148.2
2005,213112,176.3
2006,213112,196.7
2007,213112,196.8
2008,213112,200.8
2009,213112,171.6
2010,213112,179.3
2011,213112,193.6
2012,213112,195.5
2013,213112,201.2
2014,213112,200.9
2015,213112,195.6
2016,213112,193.7
2017,213112,196.7
2018,213112,200.4
2019,213112,195.2
2020,213112,181.0
2021,213112,197.15
2022,213112,213.455
2023,213112,222.989
2024,213112,223.683
1985,213113,99.1
1986,213113,100.2
1987,213113,100.7
1988,213113,102.0
1989,213113,105.7
1990,213113,106.9
1991,213113,104.2
1992,213113,103.9
1993,213113,105.4
1994,213113,105.0
1995,213113,106.3
1996,213113,108.8
1997,213113,108.1
1998,213113,108.4
1999,213113,107.7
2000,213113,110.7
2001,213113,115.6
2002,213113,119.3
2003,213113,131.5
2004,213113,154.2
2005,213113,152.6
2006,213113,164.0
2007,213113,171.6
2008,213113,187.4
2009,213113,191.5
2010,213113,186.6
2011,213113,193.9
2012,213113,191.7
2013,213113,200.2
2014,213113,202.0
2015,213113,180.2
2016,213113,181.7
2017,213113,184.5
2018,213113,188.1
2019,213113,199.2
2020,213113,197.1
2021,213113,202.315
2022,213113,209.724
2023,213113,222.701
2024,213113,228.165
1985,213114,100.0
1986,213114,100.4
1987,213114,101.0
1988,213114,104.9
1989,213114,108.3
1990,213114,108.7
1991,213114,108.7
1992,213114,109.0
1993,213114,111.0
1994,213114,111.3
1995,213114,111.5
1996,213114,112.0
1997,213114,122.7
1998,213114,121.3
1999,213114,118.6
2000,213114,111.4
2001,213114,115.8
2002,213114,116.1
2003,213114,116.4
2004,213114,120.3
2005,213114,133.1
2006,213114,137.3
2007,213114,139.7
2008,213114,149.6
2009,213114,150.6
2010,213114,151.4
2011,213114,163.9
2012,213114,165.8
2013,213114,154.7
2014,213114,154.7
2015,213114,157.9
2016,213114,152.3
2017,213114,151.5
2018,213114,156.6
2019,213114,161.3
2020,213114,190.4
2021,213114,204.599
2022,213114,268.506
1985,213115,98.6
1986,213115,107.0
1987,213115,108.9
1988,213115,102.8
1989,213115,102.9
1990,213115,102.8
1991,213115,98.0
1992,213115,98.1
1993,213115,97.6
1994,213115,96.8
1995,213115,100.2
1996,213115,103.8
1997,213115,104.7
1998,213115,104.9
1999,213115,106.8
2000,213115,107.2
2001,213115,109.8
2002,213115,111.1
2003,213115,115.8
2004,213115,120.5
2005,213115,129.7
2006,213115,138.6
2007,213115,140.2
2008,213115,147.4
2009,213115,148.7
2010,213115,148.7
2011,213115,151.3
2012,213115,146.4
2013,213115,146.0
2014,213115,146.0
2015,213115,149.0
2016,213115,146.0
2017,213115,146.0
2018,213115,146.0
2019,213115,146.0
2020,213115,146.0
2021,213115,146.044
1998,213118,104.5
1999,213118,106.7
2000,213118,107.1
2001,213118,109.6
2002,213118,111.0
2003,213118,115.2
2004,213118,119.8
2005,213118,125.5
2006,213118,133.8
2007,213118,135.0
2008,213118,141.9
2009,213118,143.2
2010,213118,143.2
2011,213118,145.6
2012,213118,140.9
2013,213118,140.6
2014,213118,140.6
2015,213118,143.4
2016,213118,140.6
2017,213118,140.6
2018,213118,140.6
2019,213118,140.6
2020,213118,140.6
2021,213118,140.563
2022,213118,271.883
2023,213118,100.471
2024,213118,119.442
2003,221,100.0
2004,221,108.9
2005,221,129.6
2006,221,122.9
2007,221,127.4
2008,221,133.1
2009,221,129.4
2010,221,132.4
2011,221,131.4
2012,221,132.8
2013,221,140.3
2014,221,139.7
2015,221,132.9
2016,221,136.2
2017,221,139.6
2018,221,151.1
2019,221,141.1
2020,221,146.5
2021,221,171.893
2022,221,222.043
2023,221,178.933
2024,221,183.368
2003,2211,100.0
2004,2211,103.9
2005,2211,117.6
2006,2211,117.1
2007,2211,123.0
2008,2211,128.5
2009,2211,128.6
2010,2211,132.0
2011,2211,131.9
2012,2211,133.9
2013,2211,142.1
2014,2211,140.1
2015,2211,135.8
2016,2211,137.6
2017,2211,140.9
2018,2211,151.8
2019,2211,143.2
2020,2211,146.2
2021,2211,165.075
2022,2211,223.761
2023,2211,175.401
2024,2211,179.844
2003,22111,100.0
2004,22111,107.6
2005,22111,137.6
2006,22111,127.2
2007,22111,134.4
2008,22111,135.6
2009,22111,135.6
2010,22111,138.9
2011,22111,127.2
2012,22111,127.5
2013,22111,156.0
2014,22111,136.3
2015,22111,118.8
2016,22111,124.6
2017,22111,122.9
2018,22111,154.8
2019,22111,131.5
2020,22111,136.5
2021,22111,163.082
2022,22111,310.692
2023,22111,155.594
2024,22111,159.117
2003,221110,100.0
2004,221110,107.7
2005,221110,137.4
2006,221110,127.4
2007,221110,134.6
2008,221110,135.9
2009,221110,136.2
2010,221110,140.1
2011,221110,128.1
2012,221110,129.2
2013,221110,159.0
2014,221110,137.4
2015,221110,118.4
2016,221110,125.1
2017,221110,125.4
2018,221110,159.2
2019,221110,134.0
2020,221110,138.8
2021,221110,165.365
2022,221110,321.711
2023,221110,159.591
2024,221110,163.051
2003,22112,100.0
2004,22112,102.4
2005,22112,109.4
2006,22112,112.9
2007,22112,118.4
2008,22112,125.4
2009,22112,125.5
2010,22112,128.9
2011,22112,132.9
2012,22112,135.5
2013,22112,136.1
2014,22112,140.8
2015,22112,141.4
2016,22112,141.8
2017,22112,146.9
2018,22112,149.0
2019,22112,146.6
2020,22112,148.7
2021,22112,164.162
2022,22112,185.258
2023,22112,181.618
2024,22112,186.386
2003,221121,100.0
2004,221121,103.3
2005,221121,101.5
2006,221121,104.1
2007,221121,105.4
2008,221121,112.1
2009,221121,112.3
2010,221121,122.6
2011,221121,123.9
2012,221121,127.8
2013,221121,137.5
2014,221121,145.8
2015,221121,155.4
2016,221121,158.2
2017,221121,162.3
2018,221121,165.5
2019,221121,173.7
2020,221121,179.3
2021,221121,197.04
2022,221121,204.515
2023,221121,214.677
2024,221121,211.868
1998,221122,107.7
1999,221122,107.7
2000,221122,112.0
2001,221122,116.1
2002,221122,115.4
2003,221122,119.4
2004,221122,122.4
2005,221122,131.6
2006,221122,135.8
2007,221122,142.5
2008,221122,151.1
2009,221122,150.9
2010,221122,155.0
2011,221122,159.8
2012,221122,162.9
2013,221122,163.5
2014,221122,169.1
2015,221122,169.4
2016,221122,170.0
2017,221122,177.0
2018,221122,177.4
2019,221122,177.1
2020,221122,178.5
2021,221122,190.272
2022,221122,214.11
2023,221122,224.103
2024,221122,226.998
2003,2212,100.0
2004,2212,116.1
2005,2212,146.8
2006,2212,131.3
2007,2212,129.4
2008,2212,135.5
2009,2212,117.0
2010,2212,118.4
2011,2212,114.1
2012,2212,112.8
2013,2212,116.8
2014,2212,121.5
2015,2212,106.8
2016,2212,114.5
2017,2212,118.0
2018,2212,130.6
2019,2212,116.0
2020,2212,130.2
2021,2212,178.464
2022,2212,188.908
2023,2212,170.484
2024,2212,174.391
2003,22121,100.0
2004,22121,116.1
2005,22121,146.8
2006,22121,131.3
2007,22121,129.4
2008,22121,135.5
2009,22121,117.0
2010,22121,118.4
2011,22121,114.1
2012,22121,112.8
2013,22121,116.8
2014,22121,121.5
2015,22121,106.8
2016,22121,114.5
2017,22121,118.0
2018,22121,130.6
2019,22121,116.0
2020,22121,130.2
2021,22121,178.464
2022,22121,188.908
2023,22121,170.484
2024,22121,174.391
1998,221210,110.8
1999,221210,114.1
2000,221210,173.5
2001,221210,129.2
2002,221210,143.8
2003,221210,170.0
2004,221210,198.6
2005,221210,253.2
2006,221210,224.4
2007,221210,220.1
2008,221210,230.9
2009,221210,196.9
2010,221210,198.5
2011,221210,189.3
2012,221210,186.8
2013,221210,193.6
2014,221210,201.9
2015,221210,176.4
2016,221210,189.5
2017,221210,195.6
2018,221210,217.1
2019,221210,191.5
2020,221210,215.9
2021,221210,295.253
2022,221210,310.867
2023,221210,279.889
2024,221210,288.291
2007,236211,102.4
2008,236211,110.4
2009,236211,105.2
2010,236211,105.6
2011,236211,108.7
2012,236211,110.2
2013,236211,114.7
2014,236211,116.9
2015,236211,119.5
2016,236211,119.5
2017,236211,124.2
2018,236211,131.5
2019,236211,137.4
2020,236211,140.2
2021,236211,158.93
2022,236211,191.431
2023,236211,192.29
2024,236211,192.224
2004,236221,100.0
2005,236221,107.5
2006,236221,116.2
2007,236221,121.4
2008,236221,129.0
2009,236221,123.7
2010,236221,124.2
2011,236221,128.9
2012,236221,132.2
2013,236221,136.0
2014,236221,139.1
2015,236221,142.1
2016,236221,143.9
2017,236221,149.0
2018,236221,155.0
2019,236221,162.1
2020,236221,161.9
2021,236221,195.262
2022,236221,236.056
2023,236221,232.383
2024,236221,233.51
2005,236222,100.0
2006,236222,117.3
2007,236222,119.6
2008,236222,133.7
2009,236222,130.2
2010,236222,131.9
2011,236222,138.2
2012,236222,139.8
2013,236222,144.6
2014,236222,147.8
2015,236222,151.2
2016,236222,150.7
2017,236222,156.0
2018,236222,164.4
2019,236222,172.1
2020,236222,174.1
2021,236222,189.697
2022,236222,223.625
2023,236222,223.667
2024,236222,228.506
2006,236223,104.8
2007,236223,109.8
2008,236223,116.5
2009,236223,112.6
2010,236223,112.3
2011,236223,116.6
2012,236223,118.1
2013,236223,121.4
2014,236223,124.0
2015,236223,127.2
2016,236223,128.9
2017,236223,132.3
2018,236223,139.7
2019,236223,144.7
2020,236223,146.9
2021,236223,167.361
2022,236223,200.106
2023,236223,204.58
2024,236223,210.225
2012,236224,99.5
2013,236224,103.6
2014,236224,105.6
2015,236224,106.1
2016,236224,106.2
2017,236224,109.0
2018,236224,114.4
2019,236224,117.9
2020,236224,119.5
2021,236224,133.15
2022,236224,157.178
2023,236224,157.476
2024,236224,158.736
2014,236400,101.3
2015,236400,105.9
2016,236400,111.7
2017,236400,113.9
2018,236400,119.2
2019,236400,125.8
2020,236400,123.7
2021,236400,144.415
2022,236400,163.328
2023,236400,160.733
2024,236400,166.866
2014,236500,101.5
2015,236500,103.9
2016,236500,104.7
2017,236500,108.5
2018,236500,115.2
2019,236500,120.5
2020,236500,121.1
2021,236500,138.153
2022,236500,164.589
2023,236500,164.343
2024,236500,169.964
2007,23811X,100.0
2008,23811X,104.9
2009,23811X,103.7
2010,23811X,104.1
2011,23811X,105.3
2012,23811X,105.2
2013,23811X,107.9
2014,23811X,110.1
2015,23811X,114.4
2016,23811X,119.4
2017,23811X,123.0
2018,23811X,130.6
2019,23811X,136.8
2020,23811X,138.0
2021,23811X,161.966
2022,23811X,179.586
2007,23816X,100.0
2008,23816X,112.6
2009,23816X,112.9
2010,23816X,110.7
2011,23816X,115.5
2012,23816X,118.3
2013,23816X,120.3
2014,23816X,126.2
2015,23816X,128.5
2016,23816X,130.4
2017,23816X,132.7
2018,23816X,134.0
2019,23816X,138.8
2020,23816X,143.2
2021,23816X,156.401
2022,23816X,188.506
2009,2381MR,101.2
2010,2381MR,102.7
2011,2381MR,104.0
2012,2381MR,105.1
2013,2381MR,107.2
2014,2381MR,110.1
2015,2381MR,112.0
2016,2381MR,114.5
2017,2381MR,115.9
2018,2381MR,118.7
2019,2381MR,121.3
2020,2381MR,121.0
2021,2381MR,132.504
2022,2381MR,142.7
2007,23821X,100.0
2008,23821X,104.8
2009,23821X,101.3
2010,23821X,102.4
2011,23821X,106.3
2012,23821X,106.8
2013,23821X,108.7
2014,23821X,109.7
2015,23821X,116.1
2016,23821X,114.8
2017,23821X,119.1
2018,23821X,124.8
2019,23821X,129.3
2020,23821X,131.9
2021,23821X,144.605
2022,23821X,162.209
2007,23822X,100.0
2008,23822X,109.0
2009,23822X,108.6
2010,23822X,110.5
2011,23822X,114.5
2012,23822X,115.7
2013,23822X,121.4
2014,23822X,124.2
2015,23822X,122.8
2016,23822X,121.8
2017,23822X,126.2
2018,23822X,132.7
2019,23822X,137.6
2020,23822X,137.6
2021,23822X,149.15
2022,23822X,171.023
1984,311,100.0
1985,311,99.7
1986,311,101.4
1987,311,103.4
1988,311,109.5
1989,311,113.7
1990,311,116.3
1991,311,116.0
1992,311,117.2
1993,311,119.8
1994,311,119.4
1995,311,124.2
1996,311,128.2
1997,311,127.1
1998,311,126.1
1999,311,126.7
2000,311,129.6
2001,311,131.7
2002,311,132.6
2003,311,141.1
2004,311,144.2
2005,311,146.2
2006,311,149.8
2007,311,162.8
2008,311,171.1
2009,311,171.2
2010,311,179.8
2011,311,194.2
2012,311,201.7
2013,311,200.7
2014,311,208.5
2015,311,195.1
2016,311,194.5
2017,311,196.6
2018,311,198.0
2019,311,203.0
2020,311,204.6
2021,311,229.617
2022,311,254.159
2023,311,253.713
2024,311,262.049
2003,3111,100.0
2004,3111,95.0
2005,3111,97.9
2006,3111,111.0
2007,3111,127.2
2008,3111,138.1
2009,3111,140.7
2010,3111,151.0
2011,3111,164.5
2012,3111,184.9
2013,3111,168.5
2014,3111,164.1
2015,3111,156.7
2016,3111,155.6
2017,3111,156.7
2018,3111,161.4
2019,3111,165.7
2020,3111,173.0
2021,3111,193.193
2022,3111,218.136
2023,3111,210.623
2024,3111,207.96
2003,31111,100.0
2004,31111,95.0
2005,31111,97.9
2006,31111,111.0
2007,31111,127.2
2008,31111,138.1
2009,31111,140.7
2010,31111,151.0
2011,31111,164.5
2012,31111,184.9
2013,31111,168.5
2014,31111,164.1
2015,31111,157.4
2016,31111,156.6
2017,31111,157.6
2018,31111,162.3
2019,31111,166.7
2020,31111,174.0
2021,31111,194.305
2022,31111,219.392
2023,31111,211.836
2024,31111,209.157
1985,311111,100.0
1986,311111,100.9
1987,311111,106.1
1988,311111,113.2
1989,311111,115.6
1990,311111,115.7
1991,311111,119.7
1992,311111,120.3
1993,311111,123.1
1994,311111,123.1
1995,311111,127.9
1996,311111,131.9
1997,311111,132.0
1998,311111,137.4
1999,311111,135.4
2000,311111,136.2
2001,311111,138.1
2002,311111,145.3
2003,311111,146.8
2004,311111,164.1
2005,311111,165.4
2006,311111,166.2
2007,311111,178.0
2008,311111,178.7
2009,311111,187.4
2010,311111,191.3
2011,311111,196.5
2012,311111,204.8
2013,311111,209.8
2014,311111,213.1
2015,311111,215.4
2016,311111,219.4
2017,311111,218.2
2018,311111,225.4
2019,311111,232.3
2020,311111,232.8
2021,311111,247.919
2022,311111,285.516
2023,311111,304.401
2024,311111,306.613
1976,311119,84.9
1977,311119,76.7
1978,311119,85.7
1979,311119,93.4
1980,311119,100.0
1981,311119,86.7
1982,311119,83.0
1983,311119,99.0
1984,311119,84.0
1985,311119,81.0
1986,311119,78.6
1987,311119,87.6
1988,311119,101.0
1989,311119,92.8
1990,311119,89.7
1991,311119,93.0
1992,311119,94.3
1993,311119,101.1
1994,311119,93.0
1995,311119,111.0
1996,311119,113.0
1997,311119,108.5
1998,311119,148.7
1999,311119,138.4
2000,311119,138.8
2001,311119,141.4
2002,311119,145.6
2003,311119,145.3
2004,311119,115.4
2005,311119,162.5
2006,311119,172.6
2007,311119,187.1
2008,311119,233.9
2009,311119,234.0
2010,311119,251.2
2011,311119,273.6
2012,311119,283.6
2013,311119,286.1
2014,311119,283.0
2015,311119,292.1
2016,311119,292.4
2017,311119,291.2
2018,311119,299.9
2019,311119,305.7
2020,311119,311.9
2021,311119,340.059
2022,311119,369.103
2023,311119,378.948
2024,311119,376.692
2003,3112,100.0
2004,3112,95.8
2005,3112,100.4
2006,3112,109.7
2007,3112,138.4
2008,3112,138.7
2009,3112,134.3
2010,3112,148.3
2011,3112,156.5
2012,3112,166.7
2013,3112,154.6
2014,3112,148.1
2015,3112,132.7
2016,3112,136.2
2017,3112,134.9
2018,3112,135.2
2019,3112,135.0
2020,3112,141.6
2021,3112,173.987
2022,3112,197.936
2023,3112,184.386
2024,3112,177.472
2003,31121,100.0
2004,31121,100.8
2005,31121,102.2
2006,31121,116.2
2007,31121,155.3
2008,31121,157.4
2009,31121,139.8
2010,31121,160.0
2011,31121,167.3
2012,31121,182.7
2013,31121,169.7
2014,31121,171.6
2015,31121,155.0
2016,31121,145.9
2017,31121,151.5
2018,31121,154.5
2019,31121,154.6
2020,31121,159.1
2021,31121,197.703
2022,31121,224.499
2023,31121,206.267
2024,31121,196.655
1972,311211,65.9
1973,311211,93.3
1974,311211,98.3
1975,311211,84.4
1976,311211,73.9
1977,311211,70.6
1978,311211,82.8
1979,311211,97.3
1980,311211,105.4
1981,311211,100.0
1982,311211,98.0
1983,311211,101.1
1984,311211,97.1
1985,311211,97.4
1986,311211,87.4
1987,311211,93.2
1988,311211,110.9
1989,311211,110.6
1990,311211,94.2
1991,311211,103.4
1992,311211,104.2
1993,311211,110.7
1994,311211,108.0
1995,311211,131.4
1996,311211,120.2
1997,311211,111.7
1998,311211,118.7
1999,311211,118.6
2000,311211,119.0
2001,311211,119.2
2002,311211,119.6
2003,311211,119.7
2004,311211,119.6
2005,311211,117.1
2006,311211,116.9
2007,311211,199.9
2008,311211,129.9
2009,311211,133.0
2010,311211,127.9
2011,311211,203.6
2012,311211,229.0
2013,311211,150.0
2014,311211,151.7
2015,311211,138.9
2016,311211,138.1
2017,311211,138.0
2018,311211,145.5
2019,311211,145.3
2020,311211,145.7
2021,311211,240.565
2022,311211,269.058
2023,311211,239.289
2024,311211,226.505
1965,311212,49.3
1966,311212,50.6
1967,311212,50.3
1968,311212,49.0
1969,311212,49.1
1970,311212,50.2
1971,311212,50.7
1972,311212,71.6
1973,311212,171.5
1974,311212,115.6
1975,311212,96.8
1976,311212,70.8
1977,311212,123.9
1978,311212,85.1
1979,311212,110.1
1980,311212,145.0
1981,311212,108.6
1982,311212,98.9
1983,311212,100.8
1984,311212,97.5
1985,311212,95.2
1986,311212,67.9
1987,311212,95.4
1988,311212,93.9
1989,311212,95.9
1990,311212,90.8
1991,311212,103.0
1992,311212,94.7
1993,311212,136.6
1994,311212,92.4
1995,311212,119.7
1996,311212,118.0
1997,311212,117.9
1998,311212,112.1
1999,311212,90.9
2000,311212,84.6
2001,311212,71.6
2002,311212,69.3
2003,311212,103.8
2004,311212,102.7
2005,311212,102.2
2006,311212,125.4
2007,311212,139.3
2008,311212,214.3
2009,311212,160.6
2010,311212,171.0
2011,311212,174.5
2012,311212,171.4
2013,311212,175.5
2014,311212,176.6
2015,311212,165.9
2016,311212,151.2
2017,311212,163.0
2018,311212,170.9
2019,311212,173.9
2020,311212,186.0
2021,311212,199.071
2022,311212,244.705
2023,311212,234.553
2024,311212,228.452
1967,311213,44.4
1968,311213,44.4
1969,311213,44.4
1970,311213,43.2
1971,311213,43.1
1972,311213,43.1
1973,311213,74.7
1974,311213,118.4
1975,311213,112.7
1976,311213,103.1
